,video_id,width,height,duration
2330,UvkrIo4zsL8,320,240,605.623
2331,7ost7HJwBCM,1920,1080,605.786
2332,z1NYMklxtp8,1920,1080,605.856
2333,AF1GuYNaqik,1280,720,605.972
2334,tmcZX6Kop5s,720,480,606.134
2335,U6qOqlSiDQc,640,480,606.204
2336,3OxZnf7-Sn0,484,360,606.413
2337,96D1AJTqZjE,1422,1080,606.482
2338,k68apLRAUPE,1280,720,606.622
2339,VOW6RPGpwLg,854,480,606.691
2340,yQBE0u4wAe8,1920,1080,606.877
2341,TYEGUF0Zahc,1280,720,607.040
2342,hjc5e62YSR4,316,240,607.109
2343,sgHUBkilBfU,1920,1080,607.527
2344,fE2FDtvQho8,640,360,607.667
2345,V8CGOJsYcMQ,640,360,607.667
2346,zRmSt8S3jcU,640,480,607.922
2347,Fzrm-_nRAe8,640,360,608.038
2348,vtmUdo1ffFA,640,360,608.061
2349,LB1PZhWN_6U,1280,720,608.085
2350,5klIIi4UDw8,1920,1080,608.108
2351,eAg-WwSp-qQ,480,360,608.131
2352,7TpxxybxDeo,640,360,608.294
2353,hM8HM4tugnc,1280,720,608.456
2354,DbKzp3Ry3qU,1920,1080,608.596
2355,CeP456O2Rrs,1280,720,608.619
2356,pMKW1OO0zmE,640,480,608.619
2357,_t3--sa6GRI,1280,720,608.735
2358,ScBGOk9HW8I,316,240,608.735
2359,Bbw8-XX5v-w,480,360,608.944
2360,-YtKRmZwEC8,640,360,609.034
2361,SjknTJX9NrE,320,240,609.268
2362,4_Wfkbo_jgQ,1920,1080,609.339
2363,QjcVG9caW_A,480,360,609.687
2364,fHGQgvmJjAc,1920,1080,609.803
2365,kfOjeqzYrgE,694,480,610.058
2366,an8fjQSzR1s,420,240,610.150
2367,J32yj219ccA,1280,720,610.383
2368,rCcZ_KJ0DNs,1280,720,610.871
2369,uxZl43dEPyE,1920,1080,610.871
2370,ommslrv8rsU,1280,720,610.941
2371,d8C-Vax9SUc,1280,720,610.964
2372,RWe91XsULwM,320,240,610.964
2373,pFtIYYEXADA,1280,720,611.057
2374,VUSC-YjSzq4,1920,1080,611.057
2375,D-MK82lGORA,316,240,611.196
2376,xeSs9DJk20o,1920,1080,611.312
2377,RbN--mX2i3Y,1280,720,611.568
2378,Gp6EGkqD2DQ,1280,720,611.591
2379,LBBPFRLyKSk,1920,1080,611.870
2380,JkFgAoM8Et4,1280,720,611.916
2381,ggFeZT7v-Ok,1280,720,612.055
2382,avaGY8thKmE,640,480,612.148
2383,BouT1TT8VRQ,1280,720,612.195
2384,JkUOOXbg2co,320,240,612.264
2385,0jURrnaYtF4,640,480,612.334
2386,CdRUK717wVY,316,240,612.427
2387,IZrN8cx9ytc,1280,720,612.566
2388,cxiIYjsvi88,1920,1080,612.613
2389,juP2gPrjS_Q,1920,1080,612.682
2390,dnkOa4eoFQA,320,240,612.775
2391,6UdpihvXsGE,1920,1080,612.938
2392,ZSUNh1Pqhog,1280,720,612.938
2393,IDbDuqDSq3M,480,360,612.984
2394,uVxs1P9Fn8Q,1920,1080,613.031
2395,hGmHmjZhHZk,1280,720,613.240
2396,6ClxtBZ-Udg,1280,720,613.332
2397,yHUL4oHOkdA,640,480,613.495
2398,EFjE-JncIvI,480,360,613.681
2399,ZFLeDwzKhjk,854,480,613.913
2400,pDxx7ntHAfk,1280,720,614.000
2401,rlPHwRTZc9Y,1280,720,614.168
2402,dcaelRrC-6g,1280,720,614.261
2403,4GrZ6AaXnig,1280,720,614.267
2404,98-YcuVjSBc,1920,1080,614.400
2405,WYW4rvJLfsw,400,300,614.538
2406,b7ZAmLD-UJ8,1920,1080,614.609
2407,iQpD_pBoA_A,1280,720,614.772
2408,eS-kTqlw0UI,1280,720,614.888
2409,FaDCBueg8Ss,1280,720,614.935
2410,gkHascgPc1g,640,360,615.000
2411,U5XebRtLdDc,358,240,615.004
2412,7109-FG4ZBU,1280,720,615.144
2413,aLnt9fQNnYM,1280,720,615.236
2414,pcce_ju7ZUQ,640,360,615.306
2415,9pNoqYCkx5o,640,360,615.469
2416,stzPdcoE-Os,320,240,615.535
2417,oa0JKXqEMlY,1920,1080,615.678
2418,T-0uJWbHAHM,1920,1080,615.910
2419,dcMcpPpoJM0,1280,720,615.933
2420,FNQ87WEkO24,480,360,616.212
2421,OHzUpRXO4S4,1280,720,616.514
2422,M9vLI_iKei0,316,240,616.885
2423,GYP8so9CcU0,640,480,616.908
2424,vKlhOK7WHJY,1920,1080,616.978
2425,vSaJuG0cs8U,490,360,617.001
2426,emKmObj4rNo,1280,720,617.024
2427,oWJdQL847pY,1280,720,617.071
2428,fCcas4-jjSM,1280,720,617.210
2429,RjhpAtRvIE8,854,480,617.303
2430,DJXpkx_6Nhc,1280,720,617.442
2431,3h5mH9GZcRo,1280,720,617.558
2432,WSTQcpmx3CY,316,240,617.814
2433,6PO2WgpySws,1920,1080,617.837
2434,987ZsA02sMI,1280,720,618.000
2435,yORpVfOfkUk,1920,1080,618.092
2436,T26QpUahlSI,1280,720,618.185
2437,74iPkVxqfZ0,322,240,618.578
2438,_hy8rZXOsaE,1280,720,618.603
2439,RYSjIXP-d1w,1280,720,618.627
2440,0sD2NoJ7KBI,490,360,618.634
2441,aTnJgmghQeA,1280,720,618.812
2442,LccLD9SjAOE,316,240,618.836
2443,xlYcrsda3k4,1280,720,618.882
2444,69GYZrRLIXY,694,480,619.068
2445,o2WPaivCLUk,720,480,619.068
2446,pB4IKtDlgfA,480,360,619.416
2447,wNvF9eQ7WOU,1920,1080,619.439
2448,NMt9WymmqtI,480,360,619.509
2449,7fn5uq0PoRI,1920,1080,619.788
2450,lSG0nKI0RCQ,1920,1080,619.788
2451,7-gxYzM3T_M,1280,720,619.811
2452,CLw-EJO6zu0,1280,720,619.880
2453,futvBNWPPAA,640,360,619.880
2454,PO8eTIhnNEY,1920,1080,619.904
2455,3jA8p5eiF5Q,1280,720,620.089
2456,xo7NvK9FBk4,540,360,620.113
2457,eLsFqYywgEQ,1280,720,620.368
2458,Wxbee8fKrFs,406,720,620.368
2459,X643c4YpmKM,316,240,620.879
2460,Qdbi-6Q-t-Q,1280,720,620.925
2461,Lzkc6Ld5UWo,720,480,621.111
2462,JixdwlWiRIs,426,240,621.250
2463,DN4kMc26gmk,640,480,621.300
2464,H7ICQM1LRxQ,1280,720,621.343
2465,2h-CpGoZ1c8,854,470,621.390
2466,3FD4TjaNzcY,854,480,621.413
2467,p_XCvNzdJw4,1920,1080,621.575
2468,jWG99Tltqy4,1280,720,621.668
2469,cAe_gvvbKq8,608,1080,621.738
2470,CbXizL7QIAA,1280,720,621.784
2471,YuRhfK9a0Eo,270,480,621.784
2472,SEylE_MJ0h4,1920,1080,621.831
2473,-51TApW-VxM,1280,720,621.900
2474,jTUtCNZFN-c,1920,1080,622.202
2475,3kqXpLmELWE,316,240,622.667
2476,5I-xwx9kTWE,322,240,622.783
2477,4z6FAEEy30o,1920,1080,622.829
2478,6iXGElj1IJA,1280,720,623.085
2479,IAS46kH33fk,480,360,623.108
2480,vwhsd6APiLA,1280,720,623.154
2481,IsWf3o2sty4,1920,1080,623.247
2482,8WNmpgDZhCQ,1280,720,623.271
2483,6WDQr6c1CJY,316,240,623.386
2484,M7PpyZY9VJI,1280,720,623.596
2485,S_rVBhVM_LA,1280,720,624.223
2486,dmGoUPQ4oWQ,1920,1080,624.246
2487,rhFFoiXbE_8,320,240,624.548
2488,j_eP2X4h2NE,320,240,624.664
2489,GWepuPUNxiU,1280,720,624.919
2490,xr-J-fbwjX8,1280,720,624.942
2491,cvCi4pfCnJU,1280,720,624.966
2492,Jsb1gGfXz-M,694,480,625.082
2493,NBPDbjEsQ2g,1280,720,625.082
2494,Rl-AI590MYU,1280,720,625.082
2495,Wi6Ko_Yo8Qk,1920,1080,625.082
2496,D-dC7QkV93Q,1280,720,625.175
2497,Mgp9_jTca0E,1280,720,625.337
2498,tHDRNL7efqA,1920,1080,625.384
2499,X-wF93okfRY,640,360,625.569
2500,t-aJfis338A,1920,1080,625.685
2501,jRDd_xqSC9U,640,360,625.848
2502,thWVOQBB91Y,640,480,625.871
2503,XATuyUy-Nvo,1280,720,626.057
2504,7aYV8uVnHws,1280,720,626.080
2505,jB1uz_QupIw,480,360,626.242
2506,oSBbSSc0aXs,1920,1080,626.334
2507,j71gFSbz_bk,490,360,626.451
2508,0ua5WknIGnw,1280,720,626.700
2509,ZIO2m-ujvXM,1920,1080,626.707
2510,QqerauA5izg,1280,720,626.962
2511,NOdC6Tc7a6Q,1280,720,626.986
2512,w9wOlVdiC1g,1280,720,627.102
2513,sYT07Wz0jXQ,1920,1080,627.310
2514,QLvsmo4u69w,1280,720,627.357
2515,Rhr3K3tPHzw,1280,720,627.404
2516,Tx5OD1UK9mU,1280,720,627.729
2517,ALdIl3ZpQyQ,1920,1080,627.822
2518,JZ3t8NTDmcA,1280,720,627.984
2519,9N4XbCMa7Kg,1280,720,628.054
2520,Rj_SC0Sforw,1920,1080,628.170
2521,DUkWkNMHaUw,1280,720,628.263
2522,v6vkRaAXKxc,1280,720,628.263
2523,Z_Qjv_00uCo,1920,1080,628.356
2524,jEmHPP9aPnM,1280,720,628.704
2525,mHpAdulmi-M,1280,720,628.774
2526,GcccMGOze4U,640,360,629.029
2527,O4fbaB9bqFU,640,480,629.145
2528,wWb7Xy3pYf8,1920,1080,629.354
2529,Ko6l6cmroSk,1920,1080,629.586
2530,OgnLqqD9BCc,1920,1080,629.842
2531,9OILzxgUryg,1280,720,629.935
2532,0xe3UHAzfX4,1280,720,630.034
2533,dtszM9ujAGA,640,480,630.329
2534,-8TuZI__Nvg,854,476,630.400
2535,rVSPzElVm2E,1920,1080,630.631
2536,yp_FRfM1R_g,1280,720,631.281
2537,Ctdlk5ZMb8s,1920,1080,631.374
2538,7RPo9r90_08,320,240,631.583
2539,_uQCXinNsBA,1920,1080,631.885
2540,RV9SpWL7AOQ,640,352,632.164
2541,Slk-gwUsWxk,480,360,632.350
2542,fkZKJznw-3I,1280,720,632.512
2543,c-7GW_QOw4c,640,480,632.698
2544,FD7ASrSrQk4,1920,1080,632.900
2545,LQCR7WNjfvQ,1920,1080,633.023
2546,h5Q1x-lxkr4,1920,1080,633.209
2547,VNDcMhDNveI,1280,720,633.278
2548,pulevtISc50,1280,720,633.302
2549,lhc9wAX-w9o,1280,720,633.464
2550,zuZlGxJs7FI,1280,720,633.464
2551,X1MGYonZRHs,640,480,633.696
2552,PGD3OjvuaM8,1280,720,633.800
2553,ZmtyOxma3D0,1280,720,633.998
2554,hBUlM8W01VM,1280,720,634.300
2555,oVLnRCLLteA,1920,1080,634.323
2556,EQbp7Cok65g,1280,720,634.393
2557,ZNxEHhjNg6o,1920,1080,634.579
2558,bT14N8AP5MY,480,360,634.648
2559,91r3ma3R_0U,854,480,634.857
2560,APRN7TxrESM,640,480,635.159
2561,QSJZzM8iUjg,1280,720,635.159
2562,8nua7qcAbmo,640,480,635.252
2563,VMBYpCSXmrI,540,360,635.438
2564,Bdvgkc95cV4,1280,720,635.507
2565,yxrRhujPVP8,320,240,635.554
2566,YUwYlgtT_7I,1920,1080,635.693
2567,RzCNRcLFD4M,1280,720,635.740
2568,2dD0_0Ov7Bw,640,360,635.902
2569,Bx-SGeyVDGM,1920,1080,635.949
2570,EIkRp69RpCs,640,360,635.972
2571,27ZLgD-xFFE,1280,720,636.065
2572,iD3gYYTLjv8,640,480,636.599
2573,lOtpO2a4xtY,1280,720,636.599
2574,qBmZux9ZwxI,608,1080,636.924
2575,2mKOvbzkjhw,640,480,637.040
2576,PsxETTJEyKo,1280,720,637.063
2577,GB1rLn-Uidg,1280,720,637.551
2578,f4i9ssFEmh4,1920,1080,637.783
2579,8L9vurDZAho,1280,720,637.876
2580,fwXkidaqT1U,1280,720,638.131
2581,dOsqqJPs8cI,1280,720,638.178
2582,R7999ZiCly4,1280,720,638.294
2583,WXr1PXUQPw0,1920,1080,638.433
2584,ESG9M911044,1920,1080,638.503
2585,rVbSAl83R4U,1280,720,638.619
2586,kxCNrXp09Cg,1920,1080,638.689
2587,EqI8C3l-O1E,1920,1080,638.874
2588,vhOj1zWZph0,1920,1080,638.874
2589,DVdT3U9fHpw,1280,720,638.898
2590,N3inD4xjPF4,1280,720,638.967
2591,x7jEwPPXbYw,1280,720,639.153
2592,cOzYW3pmzJc,640,360,639.223
2593,ZWWpO_E88Xs,1920,1080,639.362
2594,f4OhCW4gFks,1280,720,639.641
2595,I52IUBZZOsc,1280,720,639.733
2596,8PF5Gheu7XU,384,288,639.778
2597,Q77IEvtyotw,640,360,640.082
2598,SMpFS4QbP88,1920,1080,640.128
2599,XKQx6JJW1sc,1920,1080,640.430
2600,ZxYNzZZ230Y,1280,720,640.616
2601,9WbGxf-Rq9k,854,480,640.802
2602,1fdYEaifbqA,854,480,640.871
2603,DukkbzEVOEI,1920,1080,640.894
2604,CzpQcj9-Lc8,854,480,640.941
2605,_bQzmqND_Jk,1920,1080,640.987
2606,BcmWxKlA2vQ,640,480,640.987
2607,OMh2-roLTwY,1280,720,641.150
2608,LENSNgNus5o,1920,1080,641.429
2609,gqykVOxREXQ,1920,1080,642.102
2610,Wt9CC3YH008,480,360,642.172
2611,4zL4b1mcDxU,1280,720,642.195
2612,vGNuj_PlMEI,640,480,642.195
2613,E-ozvB49zS0,1280,720,642.404
2614,qdDaeCd5hoA,1920,1080,643.031
2615,qnNIyjmtnvI,1280,720,643.124
2616,mWZKutXi7v0,1280,720,643.216
2617,ibfbc2SVAko,1920,1080,643.240
2618,go9GzGZt5ME,1280,720,643.379
2619,Xk3LmKGgrvU,1920,1080,643.402
2620,hkaXU-5GbKI,640,360,643.425
2621,J-26Binszo4,1920,1080,643.449
2622,Vbidap4jhbM,1920,1080,643.936
2623,Q-P__8mBiXc,316,240,643.960
2624,YU5RPrsy_Oc,1280,720,643.960
2625,q3bRbb_tWCA,1280,720,644.122
2626,rkrNQuLmJ3s,640,480,644.145
2627,SoiY184Ic5U,640,480,644.238
2628,8CuF4yGf5jI,640,480,644.308
2629,TWl-_BIWd74,492,360,644.377
2630,yBPV9M0JiG4,1280,720,644.424
2631,C9xe9bSW2uc,316,240,644.656
2632,KvvGoXv2m2g,1280,720,644.772
2633,8cLpuNQwp_8,1920,1080,644.795
2634,vBa4MPeHrjg,480,360,645.004
2635,aNKBr5Zc0aE,1280,720,645.097
2636,bJaaeMtXfU0,1280,720,645.190
2637,ItsaczQve08,1912,1080,645.190
2638,bNpxnfmu3O8,1280,720,645.260
2639,DO7j54QuHz4,640,480,645.283
2640,KRHNUFbpiuA,1280,720,645.469
2641,ufN6FJko2BM,1280,720,645.469
2642,uwJfM8msqr8,640,360,645.492
2643,WWtb1lKdoso,1280,720,645.562
2644,HnFPaePoJqM,1920,1080,645.585
2645,VjmiN9Uxw2Q,1920,1080,645.794
2646,u_B6BoUia7w,1280,720,645.817
2647,jQQdxpeV4YA,1920,1080,645.834
2648,cfPE8Jb-Fzk,640,360,646.444
2649,bCqa3Dh88bQ,1280,720,646.467
2650,kE9kNLgzuyY,640,360,646.769
2651,cTCSoJ1QfUY,640,360,646.978
2652,fxZftDkErYs,1920,1080,647.071
2653,b8LoRp5BhMQ,1280,720,647.094
2654,4rqNlKfK0jo,1920,1080,647.164
2655,gcZXDWCcarA,1920,1080,647.559
2656,MwmPfov7ORE,1280,720,647.582
2657,DEcnLDQylNc,1920,1080,647.907
2658,GxBIWUTO5w4,1280,720,648.069
2659,xYI4Ht7tpns,1920,1080,648.069
2660,5FKL-J03f4s,640,360,648.116
2661,iYYTJJsS3jQ,316,240,648.162
2662,N8B1DqkIIPE,1920,1080,648.209
2663,jCJNjG64iIE,640,480,648.487
2664,TEO2jMH_giY,640,360,648.650
2665,BIiaPHMV-f0,1280,720,648.812
2666,61BB24u2Q_Y,1280,720,648.882
2667,dz-G6hHo8bs,400,226,649.138
2668,Rwj05kgwdyY,320,240,649.161
2669,myhs7y7KgfI,1280,720,649.230
2670,d8BuAoJx7hU,1280,720,649.463
2671,2ChphfGZ6ko,1280,720,649.648
2672,UHDqDj4KNjY,1280,720,649.672
2673,RhKiawwVdww,1920,1080,649.741
2674,Zh-oGcwzcJM,854,480,650.113
2675,bPW8489Bvxo,320,240,650.182
2676,kAWlSej022A,1280,720,650.345
2677,2pTFr4XYDlI,1280,720,650.415
2678,4u9HEJ_PmZg,1280,720,650.415
2679,krmmHhytuP4,1280,720,650.415
2680,R5_aKJIxuE8,1280,720,650.415
2681,9JNzfckcHsY,316,240,650.484
2682,JPtctXE1yro,1280,720,650.763
2683,lW632OI4-Ng,1280,720,650.763
2684,HJxdIqxB-i4,1280,720,651.065
2685,bGAC-teH5Bw,320,240,651.088
2686,qn89z-CIWBo,640,480,651.088
2687,viI9GPC5nvs,640,480,651.111
2688,yiON3ECTy-s,1920,1080,651.111
2689,cZLduFS0mFg,320,240,651.460
2690,IkY_G9p0byw,1280,720,651.506
2691,8wc66GPRj8M,1920,1080,651.552
2692,u8hYKS5r_SQ,1280,720,651.669
2693,c6oYDSkO7Is,1280,720,651.715
2694,DM0t5PSsPKY,1280,720,651.831
2695,QvPV7-4TOoc,640,360,651.878
2696,NkugOjWQQt4,1280,720,652.272
2697,gC1C-3FHVmQ,1280,720,652.481
2698,fhBS8wzAaWQ,1280,720,652.621
2699,40378iOFoNg,1280,720,652.713
2700,uHmO49XQccE,1920,1080,652.783
2701,ROfXZchetro,1920,1080,652.853
2702,oEqzeJkzAjg,1920,1080,653.201
2703,w01kVRtr7bs,1280,720,653.294
2704,h-WTV-RHMbo,640,480,653.340
2705,4ov7aaDc4tY,1920,1080,653.805
2706,ZaBN4olr_Bg,1280,720,653.944
2707,ZkAAyfFKmkI,1920,1080,653.967
2708,zNHU4u7ueyM,1280,720,654.037
2709,zeXfsgv_8ac,1280,720,654.060
2710,MsGmqRff_RI,480,360,654.153
2711,929cQ_t4vIo,1276,720,654.176
2712,UF4iRxMWdb8,1920,1080,654.339
2713,DZkx16ozTlM,1280,720,654.710
2714,XcORf083Okw,316,240,654.710
2715,W3KcDRiV0MQ,1920,1080,654.780
2716,YRwwjNukbak,1280,720,655.105
2717,ZMIZZflDPCY,1280,720,655.105
2718,aXeHGwJYjkc,852,480,655.407
2719,y0GGvY_FGVQ,1920,1080,655.430
2720,RX72IzDPV5I,640,360,656.011
2721,l7E0IR54sBQ,320,240,656.057
2722,uSxEzj9B-hA,316,240,656.080
2723,itqncZnfhJg,640,480,656.243
2724,FONlRhNNlvc,640,360,656.545
2725,7cYN1SymyjE,1920,1080,656.684
2726,Q79S0WjDIw8,316,240,656.707
2727,kGFiK9H76V0,1920,1080,656.847
2728,WkLk6vukAsg,316,240,656.939
2729,Xkb-SvfJ97g,480,360,657.032
2730,vUZS3khmp8M,1920,1080,657.079
2731,LZItuixahKk,640,480,657.148
2732,s4iVZxoPUio,1280,720,657.288
2733,zW9Dh-CVyPg,1280,720,657.357
2734,xm9N_zTJmhQ,1280,720,657.427
2735,dSn-wdJMopI,1280,720,657.450
2736,eZ6F-f67Ktg,1920,1080,657.590
2737,rKuTf0cvi8U,1920,1080,657.659
2738,2oEihmsdFEo,1280,720,657.706
2739,b1BSn6sN4ZE,1920,1080,657.799
2740,Zhlxj6X07oE,1280,720,657.915
2741,3-77ovJQkfE,1920,1080,658.286
2742,OY3N7d-SLx4,640,480,658.333
2743,eY7ryLsIMYI,1920,1080,658.449
2744,Qd4gu6imFtQ,1280,720,658.495
2745,Tz5k1BqDin4,320,240,658.588
2746,t-8FU_qnMjw,316,240,658.751
2747,FHNE1WpugaY,654,480,658.992
2748,YTpFj9Z9nlc,1920,1080,659.099
2749,bgeNubw0p7U,1280,720,659.679
2750,Qh6c5arcA-w,316,240,659.726
2751,6rS8JSjjyZY,1920,1080,659.749
2752,bYa0KLRDCkk,640,480,659.958
2753,DzR-fo-sn_I,1920,1080,660.144
2754,oyi7czuGbn8,480,360,660.330
2755,YPeXJW-7JlA,1280,720,660.701
2756,f-MsNCYR1uE,640,480,661.189
2757,5jvs_EipS6w,1280,720,661.374
2758,Rq2e1SD35d0,1280,720,661.491
2759,wmkbXvIfa0A,316,240,661.630
2760,zjdpIpWQttU,1280,720,661.653
2761,N_WFlWl2eDw,480,360,661.676
2762,8S1Av1mNbSI,1280,720,662.094
2763,h6SMD78hJ_A,1280,720,662.094
2764,tt7a6st6uXk,694,480,662.094
2765,tZRRYomXfnY,320,240,662.094
2766,_viA1re0OeU,420,320,662.140
2767,ISU59yHGtR4,414,240,662.164
2768,FDDySxSmhAA,1280,720,662.187
2769,6nK6pLe-FVM,480,360,662.396
2770,3Q9VuOhbRDY,1920,1080,662.582
2771,IsAYJTbvufo,1280,720,662.698
2772,ZH-lZ35LH9c,1920,1080,662.744
2773,y3b75C4S3Is,1280,720,662.814
2774,BF278nmORgs,1280,720,662.884
2775,Dvh6j2l0MRM,490,360,662.884
2776,zgtQhyheXPU,316,240,662.930
2777,mVZElq6r4Ms,1280,720,663.000
2778,4atAuncXlfQ,1280,720,663.093
2779,npd3HxS3t6w,1280,720,663.093
2780,wxEKAprC7Dc,640,480,663.093
2781,GBlI-7tiCWk,1280,720,663.139
2782,bDrDX8G58Zw,1920,1080,663.627
2783,-t56YAdvw6M,1920,1030,663.800
2784,I6g-WIPIKLU,1280,720,663.882
2785,ZnQXZLc8UJA,640,360,663.952
2786,RmkV0i8g4DQ,640,358,663.998
2787,XEXVHxVr5Rk,1280,720,664.486
2788,n8v8KMI_BN0,1280,720,664.672
2789,h5RN57-0HDY,640,360,665.113
2790,Wpv68wbRNY0,1920,1080,665.367
2791,NQ7A8iU-o-8,1280,720,665.786
2792,sutaZD_yllo,1280,720,666.506
2793,BxLzuu-9N4M,1280,720,666.529
2794,XoNs1g9HZsM,1920,1080,666.576
2795,r4MTs0-aJtY,1280,720,666.761
2796,U2o5s2LUW1w,1920,1080,666.854
2797,CBLdE1MmnWM,1920,1080,666.947
2798,Rfhmk8nAum0,1280,720,667.156
2799,W9NQnVsDGIo,720,480,667.458
2800,dfOm0zxWJtQ,1920,1080,667.574
2801,bSJQ78to8lU,1280,720,667.992
2802,gzeTPOsE5M8,1280,720,668.015
2803,8TtdWgikaDk,316,240,668.317
2804,QRYJtr1Rmz8,640,360,668.364
2805,P2Vm6RUXO9I,480,360,668.503
2806,aY1D7Eul9lA,1280,720,668.689
2807,j64ixdrGI7s,1280,720,668.805
2808,xtipr0NhLAA,1280,720,668.851
2809,DUsCnpbkCjM,640,360,668.875
2810,j6L6_FNdbkw,1280,720,669.036
2811,dKoqrzmXK5E,694,480,669.083
2812,vRMPotih3Q0,480,360,669.524
2813,gVl18UVk-7g,1280,720,669.710
2814,_GkDgrk6KGk,854,480,669.733
2815,FVEqkefWKMQ,640,360,669.757
2816,G55P2U6jz6g,1280,720,669.873
2817,BRAOzhGGIho,1280,720,670.105
2818,v_jz_MNUEmE,720,480,670.105
2819,5PEMUAX1G3o,320,240,670.197
2820,pYwJ0JMo7h8,640,360,670.221
2821,CCOp5T24J30,316,240,670.337
2822,aQb3AIk9qeY,1920,1080,670.384
2823,nBeo0JcSFzk,1280,720,670.384
2824,eDD3HQSh25Q,1280,720,670.407
2825,i_AgGVYMmAA,1280,720,670.616
2826,vvlghAdpBJQ,1920,1080,670.639
2827,CnQ5knv_qUM,1920,1080,671.104
2828,XXMPe8gIGzE,1280,720,671.150
2829,tj4lJgNOPyo,1920,1080,671.197
2830,HX7HTRCu1xU,1280,720,671.336
2831,s3YILKJAl1E,316,240,671.336
2832,CJHJEwvXo4w,1280,720,671.475
2833,BPioBBAEhiw,1920,1080,671.522
2834,3ugndgzngUs,1280,720,671.545
2835,gF-4cb2BvvI,1280,720,671.684
2836,vnohl5lMobU,640,360,671.731
2837,B8EmGi2Ix_k,960,720,671.847
2838,jm2bKHvptx4,1280,720,672.032
2839,TCeCu9yaQ_o,1280,720,672.056
2840,RfBeq7Ekals,1280,720,672.149
2841,oYQ2OU8fHlY,1280,720,672.358
2842,xLIVMBvNqes,1280,720,672.358
2843,M0sX1BYJEpo,1280,720,672.404
2844,BzE0zTHIgdw,320,240,672.474
2845,2T972lsaEW4,1920,1080,672.845
2846,8ra53ozN19M,1920,1080,672.892
2847,yE2iuuW2t9E,1280,720,673.008
2848,QkSFRnKl_-E,1280,720,673.054
2849,dJ0iQwJKlWo,480,360,673.240
2850,lauDioL-Df0,640,480,673.449
2851,P-Uujy5eZw8,1280,720,673.542
2852,XonvRiTUy4g,640,360,673.727
2853,_jXaC5OkdBo,1280,720,673.890
2854,FceKcT1vD_0,1280,720,673.936
2855,R2g7L1AtWv0,1280,720,673.936
2856,Y9BGh4Mj6ck,1920,1080,674.633
2857,-fq54LJ69K8,640,480,674.667
2858,aD63U0XiSkw,1280,720,674.935
2859,6ir6QBspQII,640,352,674.958
2860,z__f0WHUp00,1280,720,675.074
2861,6HdtH646JHQ,1280,720,675.423
2862,a6wH0IF9cuw,320,240,675.678
2863,--sld64iiA4,1280,720,675.767
2864,bK8gDlwizsA,1280,720,675.864
2865,DSJBH-MDZHM,1280,720,675.933
2866,g0ggQybvr7I,1920,1080,675.957
2867,rcrDWrlsOIc,1280,720,676.073
2868,XSRYYFGKOUc,640,480,676.142
2869,w5kZ1PP5DQg,320,240,676.166
2870,q9VievEsluk,1280,720,676.560
2871,lR8jVVOWVQY,1280,720,676.909
2872,04AxIY4H3QQ,1280,720,677.000
2873,NPVdO1-LvEg,1280,720,677.071
2874,4zZm-15TnxM,1920,1080,677.234
2875,13uEcE9I03k,1280,720,677.267
2876,xIA7mbwj1J8,540,360,677.396
2877,Hxh8774KvDU,1280,720,677.768
2878,vvtSfneQ4yU,1280,720,677.861
2879,af7BLfRqSok,1280,720,677.930
2880,Dif74lxEd6E,1280,720,678.070
2881,687GPiBOzVk,3840,2160,678.186
2882,kJiZvSM0ses,1920,1080,678.279
2883,vMYRhV3fXxg,1280,720,678.302
2884,qjn8UyRm9xE,1280,720,678.441
2885,--okNFM_0-g,720,480,678.467
2886,pLFil-j8ozM,1280,720,678.488
2887,q0Ub_In4XHw,480,360,678.627
2888,wa2bCKkFHd4,316,240,678.975
2889,FvLxs5MatDc,1280,720,679.045
2890,BQK9e83EeMQ,640,480,679.277
2891,m8DB6csecSA,720,1280,679.649
2892,xa_UMtjuglI,1920,1080,679.741
2893,RdQiNSEzkDI,320,240,679.858
2894,6kqYaqtCNfw,1920,1080,679.950
2895,em7gxv44buQ,480,360,679.974
2896,XTjhwX0jHZg,1280,720,680.067
2897,zY-eG4G7DXs,1280,720,680.067
2898,7Q0mmRglhmI,1920,1080,680.136
2899,TN6Bz1o2CFA,1280,720,680.159
2900,sUz06MX8a74,1920,1080,680.183
2901,XqTTVR3z6tQ,640,360,680.276
2902,SMOu0uNCics,1920,1080,680.438
2903,ua0-ckFGafE,320,240,680.601
2904,s9OzTyOdMtc,1280,720,680.693
2905,k98o9c72KNs,1920,1080,680.740
2906,h6Gp8gvFiBg,854,480,680.879
2907,lSZQ-3q-lbQ,1280,720,680.972
2908,qs_sRd_yqPM,640,480,681.019
2909,zCOAQJJPnSg,694,480,681.065
2910,y4USJwYbz2M,1920,1080,681.437
2911,onxouKaQleg,1280,720,681.483
2912,rffyWswxu2M,1920,1080,681.529
2913,FEF8IZ1cwqo,1920,1080,681.669
2914,76ZWlmpU8NI,1280,720,681.900
2915,9xFzCorcNz4,1280,720,681.947
2916,6wRAeMry_xg,1920,1080,682.040
2917,shknOMlKV-g,1280,720,682.063
2918,TNW02uldF-o,1280,720,682.063
2919,U4cGwQ0wxIA,1280,720,682.063
2920,NvEjmpUtTZM,854,480,682.110
2921,dgmEbZM9eNw,1280,720,682.365
2922,MANmBji7tTE,1920,1080,682.435
2923,vcJLDfQnndA,316,240,682.644
