,track_length,width,height,fps
218,21.466666666666697,1280,720,30
219,11.633333333333212,1280,720,30
220,11.633333333333212,1280,720,30
221,23.300000000000182,1280,720,30
222,32.0,1280,720,30
223,14.433333333333394,1280,720,30
224,22.033333333333303,1280,720,30
225,14.800000000000182,1280,720,30
226,11.766666666666424,1280,720,30
227,31.966666666666697,1280,720,30
228,18.299999999999727,1280,720,30
229,18.600000000000364,1280,720,30
230,18.600000000000364,1280,720,30
231,23.066666666666606,1280,720,30
232,49.1,1280,720,30
233,68.93333333333334,1280,720,30
234,23.366666666666674,1280,720,30
235,22.93333333333331,1280,720,30
236,17.76666666666668,1280,720,30
237,16.56666666666669,1280,720,30
238,100.73333333333332,1280,720,30
239,15.333333333333371,1280,720,30
240,34.700000000000045,1280,720,30
241,20.966666666666697,1280,720,30
242,13.233333333333348,1280,720,30
243,67.33333333333337,1280,720,30
244,27.133333333333326,1280,720,30
245,19.53333333333333,1280,720,30
246,10.400000000000006,1280,720,30
247,24.833333333333343,1280,720,30
248,25.566666666666663,1280,720,30
249,23.666666666666686,1280,720,30
250,24.26666666666671,1280,720,30
251,11.899999999999977,1280,720,30
252,17.400000000000034,1280,720,30
253,14.933333333333337,1280,720,30
254,17.599999999999966,1280,720,30
255,30.73333333333335,1280,720,30
256,20.399999999999977,1280,720,30
257,13.299999999999955,1280,720,30
258,11.333333333333258,1280,720,30
259,26.06666666666672,1280,720,30
260,19.666666666666664,854,480,30
261,54.6,854,480,30
262,69.29999999999998,854,480,30
263,12.066666666666663,854,480,30
264,10.633333333333326,854,480,30
265,20.666666666666657,854,480,30
266,10.26666666666668,854,480,30
267,28.900000000000006,854,480,30
268,19.76666666666665,854,480,30
269,17.53333333333333,854,480,30
270,20.53333333333333,854,480,30
271,10.166666666666657,854,480,30
272,15.5,854,480,30
273,15.433333333333337,854,480,30
274,23.566666666666663,854,480,30
275,22.80000000000001,854,480,30
276,22.80000000000001,854,480,30
277,11.033333333333303,854,480,30
278,26.46666666666667,1280,720,30
279,11.333333333333336,1280,720,30
280,275.59999999999997,1280,720,30
281,15.966666666666697,1280,720,30
282,72.33333333333331,1280,720,30
283,13.066666666666663,1280,720,30
284,13.066666666666663,1280,720,30
285,30.0,1280,720,30
286,29.966666666666697,1280,720,30
287,18.0,1280,720,30
288,18.0,1280,720,30
289,47.23333333333335,1280,720,30
290,17.100000000000023,1280,720,30
291,25.56666666666672,1280,720,30
292,24.533333333333303,1280,720,30
293,24.533333333333303,1280,720,30
294,25.93333333333328,1280,720,30
295,56.566666666666606,1280,720,30
296,55.5333333333333,1280,720,30
297,15.93333333333328,1280,720,30
298,15.93333333333328,1280,720,30
299,40.700000000000045,1280,720,30
300,12.533333333333303,1280,720,30
301,44.76666666666665,1280,720,30
302,10.633333333333326,1280,720,30
303,16.466666666666697,1280,720,30
304,33.23333333333335,1280,720,30
305,72.20000000000005,1280,720,30
306,14.566666666666606,1280,720,30
307,36.13333333333344,1280,720,30
308,36.13333333333344,1280,720,30
309,21.200000000000045,1280,720,30
310,30.633333333333212,1280,720,30
311,96.30000000000018,1280,720,30
312,36.86666666666656,1280,720,30
313,37.9,1280,720,30
314,37.9,1280,720,30
315,30.799999999999997,1280,720,30
316,60.63333333333334,1280,720,30
317,60.63333333333334,1280,720,30
318,42.96666666666667,1280,720,30
319,27.400000000000006,1280,720,30
320,27.400000000000006,1280,720,30
321,30.833333333333314,1280,720,30
322,47.9666666666667,1280,720,30
323,12.900000000000006,1280,720,30
324,33.06666666666669,1280,720,30
325,36.03333333333336,1280,720,30
326,29.23333333333335,1280,720,30
327,48.633333333333326,1280,720,30
328,48.633333333333326,1280,720,30
329,23.30000000000001,1280,720,30
330,13.133333333333383,1280,720,30
331,13.133333333333383,1280,720,30
332,44.56666666666666,1280,720,30
333,37.200000000000045,1280,720,30
334,38.83333333333337,1280,720,30
335,16.966666666666697,1280,720,30
336,16.966666666666697,1280,720,30
337,18.899999999999977,1280,720,30
338,29.333333333333258,1280,720,30
339,29.333333333333258,1280,720,30
340,19.66666666666663,1280,720,30
341,15.633333333333326,1280,720,30
342,15.633333333333326,1280,720,30
343,23.63333333333344,1280,720,30
344,39.23333333333335,1280,720,30
345,30.800000000000068,1280,720,30
346,23.23333333333335,1280,720,30
347,11.56666666666672,1280,720,30
348,26.566666666666606,1280,720,30
349,26.566666666666606,1280,720,30
350,23.633333333333326,1280,720,30
351,42.73333333333335,1280,720,30
352,12.86666666666656,1280,720,30
353,16.533333333333303,1280,720,30
354,24.699999999999932,1280,720,30
355,20.100000000000023,1280,720,30
356,33.63333333333344,1280,720,30
357,22.73333333333335,1280,720,30
358,22.73333333333335,1280,720,30
359,18.233333333333235,1280,720,30
360,18.233333333333235,1280,720,30
361,81.46666666666667,1280,720,30
362,57.666666666666664,1280,720,30
363,30.533333333333335,1280,720,30
364,55.26666666666667,1280,720,30
365,86.13333333333333,1280,720,30
366,430.4333333333333,1280,720,30
367,10.966666666666669,1280,720,30
368,584.3333333333334,1280,720,30
369,24.33333333333333,1280,720,30
370,18.599999999999994,1280,720,30
371,135.0,1280,720,30
372,16.899999999999977,1280,720,30
373,401.1666666666667,1280,720,30
374,21.23333333333335,1280,720,30
375,106.19999999999999,1280,720,30
376,32.43333333333328,1280,720,30
377,153.10000000000002,1280,720,30
378,32.93333333333328,1280,720,30
379,14.700000000000045,1280,720,30
380,26.133333333333326,1280,720,30
381,31.766666666666666,1920,1080,30
382,11.299999999999997,1920,1080,30
383,10.966666666666669,1920,1080,30
384,15.400000000000006,1920,1080,30
385,10.433333333333309,1920,1080,30
386,11.099999999999994,1920,1080,30
387,22.433333333333337,1920,1080,30
388,13.833333333333343,1920,1080,30
389,12.033333333333331,1920,1080,30
390,18.633333333333326,1920,1080,30
391,11.133333333333326,1920,1080,30
392,19.833333333333314,1920,1080,30
393,10.53333333333336,1920,1080,30
394,17.73333333333329,1920,1080,30
395,10.666666666666686,1920,1080,30
396,28.26666666666671,1920,1080,30
397,18.23333333333335,1920,1080,30
398,13.033333333333303,1920,1080,30
399,11.933333333333337,1920,1080,30
400,10.833333333333371,1920,1080,30
401,10.133333333333326,1920,1080,30
402,10.53333333333336,1920,1080,30
403,27.066666666666606,1920,1080,30
404,11.299999999999955,1920,1080,30
405,17.0,1920,1080,30
406,17.866666666666674,1920,1080,30
407,12.266666666666652,1920,1080,30
408,12.133333333333326,1920,1080,30
409,20.73333333333335,1920,1080,30
410,13.233333333333235,1920,1080,30
411,10.766666666666652,1920,1080,30
412,10.033333333333303,1920,1080,30
413,11.56666666666672,1920,1080,30
414,11.599999999999909,1920,1080,30
415,16.666666666666742,1920,1080,30
416,11.899999999999977,1920,1080,30
417,22.200000000000045,1920,1080,30
418,11.633333333333326,1920,1080,30
419,19.83333333333337,1920,1080,30
420,10.266666666666652,1920,1080,30
421,16.100000000000023,1920,1080,30
422,34.39999999999998,1920,1080,30
423,10.033333333333303,1920,1080,30
424,16.700000000000045,1920,1080,30
425,17.90000000000009,1920,1080,30
426,17.066666666666833,1920,1080,30
427,21.066666666666606,1920,1080,30
428,21.700000000000045,1920,1080,30
429,13.200000000000045,1920,1080,30
430,15.53333333333353,1920,1080,30
431,23.166666666666742,1920,1080,30
432,10.633333333333212,1920,1080,30
433,33.40000000000009,1920,1080,30
434,10.299999999999955,1920,1080,30
435,17.09999999999991,1920,1080,30
436,18.099999999999994,1920,1080,30
437,15.86666666666666,1920,1080,30
438,11.866666666666674,1920,1080,30
439,10.76666666666668,1920,1080,30
440,12.766666666666652,1920,1080,30
441,18.26666666666665,1920,1080,30
442,13.766666666666652,1920,1080,30
443,14.53333333333336,1920,1080,30
444,11.900000000000034,1920,1080,30
445,10.899999999999977,1920,1080,30
446,10.06666666666672,1920,1080,30
447,13.966666666666697,1920,1080,30
448,11.166666666666742,1920,1080,30
449,10.93333333333328,1920,1080,30
450,15.333333333333258,1920,1080,30
451,14.066666666666606,1920,1080,30
452,11.200000000000045,1920,1080,30
453,11.86666666666656,1920,1080,30
454,18.700000000000045,1920,1080,30
455,19.433333333333334,1280,720,30
456,26.066666666666663,1280,720,30
457,26.066666666666663,1280,720,30
458,28.666666666666664,1280,720,30
459,39.0,1280,720,30
460,38.93333333333334,1280,720,30
461,48.8,1280,720,30
462,71.46666666666667,1280,720,30
463,65.29999999999998,1280,720,30
464,65.29999999999998,1280,720,30
465,66.13333333333333,1280,720,30
466,12.96666666666664,1280,720,30
467,28.30000000000001,1280,720,30
468,28.23333333333335,1280,720,30
469,56.76666666666665,1280,720,30
470,85.73333333333335,1280,720,30
471,83.56666666666672,1280,720,30
472,69.43333333333328,1280,720,30
473,63.43333333333328,1280,720,30
474,63.43333333333328,1280,720,30
475,15.166666666666629,1280,720,30
476,21.433333333333394,1280,720,30
477,21.40000000000009,1280,720,30
478,19.633333333333326,1280,720,30
479,29.866666666666667,1280,720,30
480,28.099999999999994,1280,720,30
481,11.900000000000006,1280,720,30
482,24.833333333333343,1280,720,30
483,30.400000000000006,1280,720,30
484,10.566666666666663,1280,720,30
485,18.96666666666664,1280,720,30
486,11.26666666666668,1280,720,30
487,14.26666666666668,1280,720,30
488,10.033333333333303,1280,720,30
489,16.166666666666686,1280,720,30
490,21.933333333333337,1280,720,30
491,20.69999999999999,1280,720,30
492,13.733333333333292,1280,720,30
493,14.966666666666697,1280,720,30
494,43.133333333333326,1280,720,30
495,11.266666666666652,1280,720,30
496,14.46666666666664,1280,720,30
497,20.900000000000034,1280,720,30
498,13.93333333333328,1280,720,30
499,25.73333333333335,1280,720,30
500,18.866666666666674,1280,720,30
501,37.700000000000045,1280,720,30
502,25.133333333333326,1280,720,30
503,19.5,1280,720,30
504,39.89999999999998,1280,720,30
505,30.799999999999955,1280,720,30
506,60.1,1280,720,30
507,693.1999999999999,1280,720,30
508,12.433333333333337,640,360,30
509,36.40000000000002,640,360,30
510,12.233333333333348,640,360,30
511,36.53333333333336,640,360,30
512,37.400000000000034,640,360,30
513,16.69999999999999,640,360,30
514,52.366666666666674,640,360,30
515,14.933333333333337,640,360,30
516,13.766666666666652,640,360,30
517,12.699999999999932,640,360,30
518,29.966666666666583,640,360,30
519,13.0,640,360,30
520,18.0,640,360,30
521,25.933333333333394,640,360,30
522,27.800000000000068,640,360,30
523,13.666666666666742,640,360,30
524,12.333333333333371,640,360,30
525,44.76666666666665,640,360,30
526,19.300000000000068,640,360,30
527,22.16666666666663,640,360,30
528,22.76666666666665,640,360,30
529,17.93333333333328,640,360,30
530,20.366666666666674,640,360,30
531,12.86666666666656,640,360,30
532,13.299999999999955,640,360,30
533,12.86666666666656,640,360,30
534,13.833333333333258,640,360,30
535,22.0,640,360,30
536,16.23333333333335,640,360,30
537,51.799999999999955,640,360,30
538,10.266666666666652,640,360,30
539,23.333333333333258,640,360,30
540,34.86666666666656,640,360,30
541,14.466666666666697,640,360,30
542,14.63333333333344,640,360,30
543,14.900000000000091,640,360,30
544,35.5333333333333,640,360,30
545,67.63333333333321,640,360,30
546,10.100000000000136,640,360,30
547,15.833333333333258,640,360,30
548,17.0,640,360,30
549,11.633333333333212,640,360,30
550,11.199999999999818,640,360,30
551,21.100000000000136,640,360,30
552,31.26666666666665,640,360,30
553,15.433333333333167,640,360,30
554,51.0,640,360,30
555,60.399999999999636,640,360,30
556,24.233333333333576,640,360,30
557,10.766666666666424,640,360,30
558,52.833333333333485,640,360,30
559,63.23333333333312,640,360,30
560,15.933333333333394,640,360,30
561,19.633333333333212,640,360,30
562,28.866666666666788,640,360,30
563,58.899999999999636,640,360,30
564,20.700000000000273,640,360,30
565,14.933333333333394,640,360,30
566,32.30000000000018,640,360,30
567,16.366666666666333,640,360,30
568,12.866666666666788,640,360,30
569,20.600000000000364,640,360,30
570,37.66666666666697,640,360,30
571,18.866666666666788,640,360,30
572,10.866666666666333,640,360,30
573,53.36666666666679,640,360,30
574,23.33333333333303,640,360,30
575,22.866666666666333,640,360,30
576,15.566666666666606,640,360,30
577,24.966666666666697,640,360,30
578,13.6,1280,720,30
579,18.8,1280,720,30
580,28.96666666666666,1280,720,30
581,20.799999999999997,1280,720,30
582,12.433333333333337,1280,720,30
583,13.900000000000006,1280,720,30
584,29.566666666666663,1280,720,30
585,14.966666666666669,1280,720,30
586,20.53333333333333,1280,720,30
587,26.400000000000006,1280,720,30
588,38.56666666666666,1280,720,30
589,10.533333333333303,1280,720,30
590,14.300000000000011,1280,720,30
591,14.066666666666663,1280,720,30
592,13.166666666666686,1280,720,30
593,14.700000000000045,1280,720,30
594,29.30000000000001,1280,720,30
595,13.133333333333326,1280,720,30
596,16.399999999999977,1280,720,30
597,20.83333333333337,1280,720,30
598,21.100000000000023,1280,720,30
599,10.700000000000045,1280,720,30
600,22.23333333333335,1280,720,30
601,12.733333333333348,1280,720,30
602,56.76666666666665,1280,720,30
603,11.633333333333326,1280,720,30
604,23.0,1280,720,30
605,10.399999999999977,1280,720,30
606,72.13333333333333,1920,1080,30
607,335.73333333333335,1920,1080,30
608,632.4666666666665,1920,1080,30
609,89.93333333333317,1920,1080,30
610,1111.0999999999997,1920,1080,30
611,66.26666666666688,1920,1080,30
612,17.66666666666697,1920,1080,30
613,19.799999999999727,1920,1080,30
614,704.7666666666669,1920,1080,30
615,158.76666666666688,1920,1080,30
616,11.566666666666606,1920,1080,30
617,23.666666666666515,1920,1080,30
618,17.899999999999864,1920,1080,30
619,17.366666666666664,854,480,30
620,95.36666666666666,854,480,30
621,81.36666666666666,854,480,30
622,15.233333333333334,854,480,30
623,30.933333333333337,854,480,30
624,101.8,854,480,30
625,17.26666666666665,854,480,30
626,57.16666666666666,854,480,30
627,152.3666666666667,854,480,30
628,16.599999999999994,854,480,30
629,93.26666666666668,854,480,30
630,11.866666666666674,854,480,30
631,20.69999999999999,854,480,30
632,22.633333333333326,854,480,30
633,12.46666666666664,854,480,30
634,12.133333333333326,854,480,30
635,98.96666666666664,854,480,30
636,68.13333333333333,854,480,30
637,47.56666666666666,854,480,30
638,20.233333333333405,854,480,30
639,17.30000000000001,854,480,30
640,17.099999999999966,854,480,30
641,19.56666666666672,854,480,30
642,19.633333333333326,854,480,30
643,220.83333333333337,854,480,30
644,42.03333333333342,854,480,30
645,32.56666666666672,854,480,30
646,151.73333333333335,854,480,30
647,121.4333333333334,854,480,30
648,29.76666666666665,854,480,30
649,135.0999999999999,854,480,30
650,135.0333333333333,854,480,30
651,130.66666666666674,854,480,30
652,29.899999999999977,854,480,30
653,37.10000000000002,854,480,30
654,11.899999999999977,854,480,30
655,11.966666666666583,854,480,30
656,27.76666666666667,1280,720,30
657,103.96666666666665,1280,720,30
658,10.466666666666669,1280,720,30
659,44.19999999999999,1280,720,30
660,38.633333333333326,1280,720,30
661,41.10000000000002,1280,720,30
662,21.566666666666663,1280,720,30
663,13.533333333333331,1280,720,30
664,29.433333333333337,1280,720,30
665,63.60000000000002,1280,720,30
666,42.26666666666671,1280,720,30
667,13.666666666666686,1280,720,30
668,18.366666666666674,1280,720,30
669,17.33333333333337,1280,720,30
670,53.866666666666674,1280,720,30
671,41.900000000000034,1280,720,30
672,32.5,1280,720,30
673,165.2333333333333,1280,720,30
674,14.566666666666663,1280,720,30
675,30.533333333333303,1280,720,30
676,20.53333333333336,1280,720,30
677,14.533333333333303,1280,720,30
678,47.89999999999998,1280,720,30
679,58.26666666666665,1280,720,30
680,13.5,1280,720,30
681,86.86666666666656,1280,720,30
682,60.633333333333326,1280,720,30
683,22.866666666666674,1280,720,30
684,223.30000000000007,1280,720,30
685,43.866666666666674,1280,720,30
686,14.266666666666652,1280,720,30
687,40.5,1280,720,30
688,37.16666666666674,1280,720,30
689,17.5,1280,720,30
690,72.0,1280,720,30
691,16.799999999999955,1280,720,30
692,34.39999999999998,1280,720,30
693,16.033333333333417,1280,720,30
694,24.56666666666672,1280,720,30
695,61.23333333333335,1280,720,30
696,24.866666666666674,1280,720,30
697,73.66666666666663,1280,720,30
698,29.066666666666833,1280,720,30
699,10.600000000000001,640,360,30
700,12.166666666666657,640,360,30
701,16.46666666666667,640,360,30
702,15.13333333333334,640,360,30
703,34.0,640,360,30
704,23.43333333333331,640,360,30
705,34.06666666666666,640,360,30
706,14.100000000000023,640,360,30
707,21.299999999999955,640,360,30
708,30.600000000000023,640,360,30
709,16.633333333333326,640,360,30
710,17.466666666666697,640,360,30
711,21.700000000000045,640,360,30
712,10.633333333333326,640,360,30
713,11.900000000000034,640,360,30
714,23.16666666666663,640,360,30
715,18.80000000000001,640,360,30
716,10.099999999999966,640,360,30
717,10.366666666666617,640,360,30
718,19.16666666666663,640,360,30
719,21.033333333333303,640,360,30
720,22.299999999999955,640,360,30
721,27.899999999999977,640,360,30
722,56.633333333333326,640,360,30
723,12.233333333333348,640,360,30
724,16.133333333333326,640,360,30
725,27.633333333333326,640,360,30
726,40.4666666666667,640,360,30
727,11.266666666666652,640,360,30
728,17.73333333333335,640,360,30
729,33.19999999999993,640,360,30
730,22.633333333333326,640,360,30
731,11.5,640,360,30
732,18.300000000000068,640,360,30
733,24.600000000000136,640,360,30
734,38.83333333333326,640,360,30
735,25.76666666666665,640,360,30
736,21.066666666666833,640,360,30
737,47.43333333333317,640,360,30
738,54.0333333333333,640,360,30
739,19.333333333333258,640,360,30
740,11.899999999999977,640,360,30
741,15.93333333333328,640,360,30
742,22.23333333333335,640,360,30
743,10.266666666666652,640,360,30
744,26.0,640,360,30
745,11.800000000000068,640,360,30
746,15.899999999999977,640,360,30
747,41.0,640,360,30
748,24.566666666666833,640,360,30
749,18.86666666666656,640,360,30
750,27.76666666666665,640,360,30
751,15.0,640,360,30
752,26.299999999999955,640,360,30
753,36.06666666666683,640,360,30
754,29.799999999999955,640,360,30
755,59.0,640,360,30
756,23.433333333333394,640,360,30
757,12.366666666666788,640,360,30
758,15.333333333333258,640,360,30
759,11.833333333333258,640,360,30
760,10.86666666666656,640,360,30
761,10.799999999999955,640,360,30
762,25.033333333333303,640,360,30
763,12.53333333333353,640,360,30
764,16.26666666666688,640,360,30
765,24.133333333333212,640,360,30
766,46.26666666666688,640,360,30
767,10.266666666666879,640,360,30
768,14.533333333333303,640,360,30
769,12.16666666666697,640,360,30
770,14.0,640,360,30
771,21.033333333333303,640,360,30
772,41.33333333333303,640,360,30
773,14.4,1920,1080,30
774,12.2,1920,1080,30
775,35.49999999999999,1920,1080,30
776,15.5,1920,1080,30
777,53.89999999999998,1920,1080,30
778,17.0,1920,1080,30
779,45.73333333333332,1920,1080,30
780,19.5,1920,1080,30
781,31.599999999999966,1920,1080,30
782,26.866666666666617,1920,1080,30
783,29.133333333333326,1920,1080,30
784,18.600000000000023,1920,1080,30
785,18.866666666666674,1920,1080,30
786,16.33333333333337,1920,1080,30
787,10.766666666666652,1920,1080,30
788,28.899999999999977,1920,1080,30
789,39.0333333333333,1920,1080,30
790,22.23333333333335,1920,1080,30
791,12.133333333333326,1920,1080,30
792,18.8,1920,1080,30
793,10.433333333333337,1920,1080,30
794,10.633333333333333,1920,1080,30
795,10.599999999999994,1920,1080,30
796,11.133333333333354,1920,1080,30
797,11.199999999999989,1920,1080,30
798,13.5,1920,1080,30
799,25.099999999999994,1920,1080,30
800,12.833333333333371,1920,1080,30
801,12.133333333333383,1920,1080,30
802,17.73333333333329,1920,1080,30
803,13.733333333333348,1920,1080,30
804,12.800000000000011,1920,1080,30
805,11.800000000000011,1920,1080,30
806,11.733333333333348,1920,1080,30
807,12.033333333333324,1280,720,30
808,32.86666666666666,1280,720,30
809,12.26666666666668,1280,720,30
810,11.633333333333326,1280,720,30
811,15.633333333333326,1280,720,30
812,10.099999999999966,1280,720,30
813,14.033333333333303,1280,720,30
814,17.600000000000023,1280,720,30
815,13.899999999999977,1280,720,30
816,11.933333333333337,1280,720,30
817,32.133333333333326,1280,720,30
818,11.0,1280,720,30
819,12.833333333333314,1280,720,30
820,12.600000000000023,1280,720,30
821,19.366666666666674,1280,720,30
822,16.83333333333333,1920,1080,30
823,55.46666666666667,1920,1080,30
824,12.033333333333331,1920,1080,30
825,11.133333333333326,1920,1080,30
826,14.199999999999989,1920,1080,30
827,12.73333333333332,1920,1080,30
828,12.633333333333354,1920,1080,30
829,11.199999999999989,1920,1080,30
830,10.433333333333337,1920,1080,30
831,16.666666666666686,1920,1080,30
832,12.633333333333326,1920,1080,30
833,17.633333333333326,1920,1080,30
834,10.966666666666697,1920,1080,30
835,12.033333333333417,1920,1080,30
836,15.799999999999955,1920,1080,30
837,13.833333333333371,1920,1080,30
838,16.533333333333303,1920,1080,30
839,19.899999999999977,1920,1080,30
