,video_length,time_detecting,width,height,fps
213,1390.1333333333334,95.5073390007019,640,360,15
214,804.9333333333333,443.1434051990509,1920,1080,15
215,615.0,53.20720672607422,640,360,15
216,2720.5,822.4694049358368,1280,720,15
217,469.56666666666666,43.45647120475769,640,480,15
218,795.2,63.16111350059509,640,480,15
219,1675.0,596.2401127815247,1280,720,15
220,365.8,113.38370537757874,1280,720,15
221,392.03333333333336,101.88282251358032,1280,720,15
222,492.46666666666664,46.675453901290894,640,360,15
223,781.2666666666667,145.47992038726807,1280,720,15
224,878.1,450.7816047668457,1920,1080,15
225,1983.3333333333333,572.1690585613251,1280,720,15
226,685.1,37.84664463996887,480,360,15
227,412.8666666666667,98.88259220123291,1280,720,15
228,2056.4333333333334,1161.9798564910889,1920,1080,15
229,645.8333333333334,330.5304057598114,1920,1080,15
230,1502.9333333333334,837.9862258434296,1920,1080,15
231,1023.3666666666667,345.714049577713,1280,720,15
232,2602.4666666666667,802.5283372402191,1280,720,15
233,708.9333333333333,45.84725332260132,640,360,15
234,1486.0666666666666,66.73915886878967,360,240,15
235,1011.5666666666667,622.2977859973907,1920,1080,15
236,736.0333333333333,119.57168054580688,854,480,15
237,1061.6,101.60153245925903,640,360,15
238,3343.4333333333334,1690.5008125305176,1920,1080,15
239,1264.8333333333333,333.82250595092773,1280,720,15
240,1643.7333333333333,255.62900185585022,854,480,15
241,1707.2666666666667,1082.8331508636475,1920,1080,15
242,1164.3666666666666,305.5547106266022,1280,720,15
243,3082.366666666667,1172.0118734836578,1280,720,15
244,561.0,258.67611479759216,1920,1080,15
245,2516.9,440.9557328224182,854,480,15
246,859.1333333333333,413.9692802429199,1920,1080,15
247,1330.9333333333334,139.34618496894836,640,360,15
248,1859.8333333333333,63.72362232208252,480,360,15
249,1495.0333333333333,517.0397017002106,1920,1080,15
250,741.7666666666667,206.25020956993103,1280,720,15
251,1315.5666666666666,731.2436504364014,1920,1080,15
252,626.3333333333334,407.18751788139343,1920,1080,15
253,561.2666666666667,289.9441406726837,1920,1080,15
254,614.0,189.81145024299622,1280,720,15
255,633.8,127.43165874481201,1280,720,15
256,383.5,200.3121316432953,1920,1080,15
257,1304.1333333333334,745.3541114330292,1920,1080,15
258,1271.2,87.6786048412323,640,360,15
259,2634.0,865.3414325714111,1280,720,15
260,344.8666666666667,132.32265949249268,1280,720,15
261,701.4333333333333,206.53148293495178,1280,720,15
262,557.9333333333333,94.05404353141785,640,480,15
263,496.7,28.20529556274414,480,360,15
264,433.23333333333335,161.77804398536682,1920,1080,15
265,428.8333333333333,347.60710740089417,1920,1080,15
266,383.76666666666665,39.58116388320923,640,360,15
267,860.8666666666667,153.30864548683167,1280,720,15
268,1988.3666666666666,1320.5328557491302,1920,1080,15
269,1362.5666666666666,918.8778872489929,1920,1080,15
270,2324.1,638.3771460056305,1280,720,15
271,575.2333333333333,315.69611859321594,1920,1080,15
272,702.0333333333333,67.97396898269653,640,480,15
273,911.5,549.4952154159546,1920,1080,15
274,507.56666666666666,164.60638904571533,1280,720,15
275,911.2666666666667,340.166743516922,1280,720,15
276,2971.8333333333335,408.3594779968262,640,360,15
277,836.8333333333334,326.5406987667084,1280,720,15
278,1256.4666666666667,302.9138834476471,1280,720,15
279,2636.3,434.54899191856384,854,480,15
280,536.2666666666667,45.90977168083191,640,360,15
281,363.1,33.627591371536255,420,320,15
282,665.3666666666667,343.0732216835022,1920,1080,15
283,816.7333333333333,386.4290142059326,1920,1080,15
284,1004.8333333333334,519.1961205005646,1920,1080,15
285,423.3,84.63149690628052,854,480,15
286,943.6333333333333,248.73784732818604,1280,720,15
287,406.4,10.250779628753662,320,240,15
288,990.4333333333333,532.6435642242432,1920,1080,15
289,1415.6,364.9967746734619,1280,720,15
290,3171.366666666667,1883.599083185196,1920,1080,15
291,336.4,112.18061017990112,1280,720,15
292,1972.0,715.820592880249,1280,720,15
293,754.7333333333333,282.52021503448486,1280,720,15
294,1756.0,600.3898508548737,1280,718,15
295,810.6,140.01075792312622,658,480,15
296,920.2333333333333,230.7364673614502,1280,720,15
297,1911.7,111.38354754447937,640,360,15
298,603.6,258.598105430603,1280,720,15
299,442.3,33.158812284469604,490,360,15
300,482.4,177.39384698867798,1920,1080,6
301,536.5666666666667,53.70725774765015,854,480,6
302,1332.0,38.51858043670654,470,360,6
303,691.8,111.83671188354492,1280,720,6
304,1211.8,169.01309990882874,1280,720,6
305,750.9666666666667,122.57192993164062,1280,720,6
306,812.4,112.50863885879517,1280,720,6
307,737.4,221.99460220336914,1920,1080,6
308,511.9,27.580257892608643,640,480,6
309,3170.1666666666665,448.5033047199249,1280,720,6
310,574.4666666666667,96.1325352191925,1280,720,6
311,614.2666666666667,86.5222680568695,1280,720,6
312,377.8,30.361719846725464,854,480,6
313,1423.2333333333333,206.7033908367157,1280,720,6
314,949.8333333333334,148.98031449317932,1280,720,6
315,681.9,113.85248756408691,1280,720,6
316,1373.4,459.83218598365784,1920,1080,6
317,1261.9666666666667,364.8249077796936,1920,1080,6
318,743.0,133.24460625648499,1280,720,6
319,687.0333333333333,114.38376641273499,1280,720,6
320,779.2,116.22769784927368,1280,720,6
321,3292.9666666666667,145.40180563926697,640,360,6
322,711.8,92.58534121513367,1280,720,6
323,707.2,97.3201892375946,1280,720,6
324,3292.0666666666666,962.2290365695953,1920,1080,6
325,1599.0666666666666,567.2780575752258,1920,1080,6
326,969.0,108.55532932281494,854,480,6
327,1111.5666666666666,172.71650195121765,1280,720,6
328,1277.6,61.567240953445435,640,360,6
329,2508.133333333333,102.74226498603821,640,360,6
330,767.4666666666667,244.65913105010986,1920,1080,6
331,536.9333333333333,199.6559591293335,1920,1080,6
332,573.3666666666667,89.75701117515564,1280,720,6
333,1829.3333333333333,561.3243539333344,1920,1080,6
334,1317.3,426.68901658058167,1920,1080,6
335,2539.0666666666666,212.70384645462036,386,720,6
336,1894.1333333333334,619.3444566726685,1920,1080,6
337,1620.6666666666667,134.0571653842926,640,480,6
338,560.9666666666667,80.14679408073425,1280,720,6
339,1483.9333333333334,433.1895043849945,1920,1080,6
340,2147.4666666666667,52.738423585891724,426,240,6
341,1561.1333333333334,423.0324795246124,1920,1080,6
342,3103.0666666666666,1150.462566614151,1920,1080,6
343,485.53333333333336,124.13453149795532,1920,1080,6
344,575.1333333333333,37.56550192832947,854,480,6
345,415.7,86.03785705566406,1920,810,6
346,3188.9666666666667,1069.9583814144135,1920,1080,6
347,708.9333333333333,111.8210883140564,1280,720,6
348,519.0333333333333,67.2552843093872,1280,720,6
349,621.3,34.299505949020386,640,480,6
350,3165.233333333333,510.0391643047333,1280,720,6
351,1984.0,305.8673496246338,1280,720,6
352,332.56666666666666,84.60025215148926,1920,1080,6
353,487.76666666666665,83.70955491065979,1280,720,6
354,3504.7,597.0772202014923,1280,720,6
355,632.9,174.45101261138916,1920,1080,6
356,698.6,22.048576593399048,490,360,6
357,980.5666666666667,136.80737280845642,1280,720,6
358,1404.6,34.721407413482666,320,240,6
359,962.0333333333333,155.77780604362488,1280,720,6
360,919.6666666666666,41.05004096031189,640,352,6
361,480.4,73.8025414943695,1280,720,6
362,946.4333333333333,15.376190662384033,320,240,6
363,1390.1333333333334,47.363131046295166,640,360,6
364,804.9333333333333,249.2182788848877,1920,1080,6
365,615.0,26.142646074295044,640,360,6
366,2720.5,437.002423286438,1280,720,6
367,469.56666666666666,20.84554386138916,640,480,6
368,795.2,34.096389293670654,640,480,6
369,1675.0,306.5549111366272,1280,720,6
370,365.8,60.14534568786621,1280,720,6
371,392.03333333333336,56.17630743980408,1280,720,6
372,492.46666666666664,21.798561573028564,640,360,6
373,781.2666666666667,89.8662748336792,1280,720,6
374,878.1,256.9572322368622,1920,1080,6
375,1983.3333333333333,308.30492544174194,1280,720,6
376,685.1,15.766834020614624,480,360,6
377,412.8666666666667,55.11360812187195,1280,720,6
378,2056.4333333333334,641.6742753982544,1920,1080,6
379,645.8333333333334,192.78054213523865,1920,1080,6
380,1502.9333333333334,462.7855393886566,1920,1080,6
381,1023.3666666666667,181.7172029018402,1280,720,6
382,2602.4666666666667,420.8634662628174,1280,720,6
383,708.9333333333333,24.329991817474365,640,360,6
384,1486.0666666666666,29.002236366271973,360,240,6
385,1011.5666666666667,349.60508728027344,1920,1080,6
386,736.0333333333333,62.692333936691284,854,480,6
387,1061.6,47.44114875793457,640,360,6
388,3343.4333333333334,969.4340071678162,1920,1080,6
389,1264.8333333333333,187.10811352729797,1280,720,6
390,1643.7333333333333,133.46338868141174,854,480,6
391,1707.2666666666667,600.6242499351501,1920,1080,6
392,1164.3666666666666,169.56000995635986,1280,720,6
393,3082.366666666667,598.4523572921753,1280,720,6
394,561.0,154.3868625164032,1920,1080,6
395,2516.9,227.36084485054016,854,480,6
396,859.1333333333333,245.67476201057434,1920,1080,6
397,1330.9333333333334,66.81765151023865,640,360,6
398,1859.8333333333333,26.33015513420105,480,360,6
399,1495.0333333333333,347.78389596939087,1920,1080,6
400,741.7666666666667,112.54001140594482,1280,720,6
401,1315.5666666666666,415.109815120697,1920,1080,6
402,626.3333333333334,217.8292269706726,1920,1080,6
403,561.2666666666667,169.62239933013916,1920,1080,6
404,614.0,102.96128034591675,1280,720,6
405,633.8,77.86547470092773,1280,720,6
406,383.5,114.93067908287048,1920,1080,6
407,1304.1333333333334,421.34497237205505,1920,1080,6
408,1271.2,45.94114542007446,640,360,6
409,2634.0,434.767874956131,1280,720,6
410,344.8666666666667,63.81740045547485,1280,720,6
411,701.4333333333333,104.50802373886108,1280,720,6
412,557.9333333333333,40.471856117248535,640,480,6
413,496.7,11.547740936279297,480,360,6
414,433.23333333333335,104.69554615020752,1920,1080,6
415,428.8333333333333,162.2469503879547,1920,1080,6
416,383.76666666666665,15.860591173171997,640,360,6
417,860.8666666666667,95.75735354423523,1280,720,6
418,1988.3666666666666,665.269858121872,1920,1080,6
419,1362.5666666666666,467.80168294906616,1920,1080,6
420,2324.1,330.47850012779236,1280,720,6
421,575.2333333333333,168.34106135368347,1920,1080,6
422,702.0333333333333,33.971598625183105,640,480,6
423,911.5,280.88106536865234,1920,1080,6
424,507.56666666666666,81.05309724807739,1280,720,6
425,911.2666666666667,158.55905079841614,1280,720,6
426,2971.8333333333335,165.34081983566284,640,360,6
427,836.8333333333334,152.32421970367432,1280,720,6
428,1256.4666666666667,164.32523250579834,1280,720,6
429,2636.3,211.82890391349792,854,480,6
430,536.2666666666667,20.595345497131348,640,360,6
431,363.1,12.422830820083618,420,320,6
432,665.3666666666667,189.56155037879944,1920,1080,6
433,816.7333333333333,213.93832302093506,1920,1080,6
434,1004.8333333333334,281.9747779369354,1920,1080,6
435,423.3,38.40920662879944,854,480,6
436,943.6333333333333,133.35400581359863,1280,720,6
437,406.4,3.734684705734253,320,240,6
438,990.4333333333333,284.02191948890686,1920,1080,6
439,1415.6,191.45220351219177,1280,720,6
440,3171.366666666667,972.0277767181396,1920,1080,6
441,336.4,54.910587549209595,1280,720,6
442,1972.0,336.2759418487549,1280,720,6
443,754.7333333333333,132.49048042297363,1280,720,6
444,1756.0,290.74107694625854,1280,718,6
445,810.6,58.12947750091553,658,480,6
446,920.2333333333333,122.35327291488647,1280,720,6
447,1911.7,53.582353353500366,640,360,6
448,603.6,120.8843982219696,1280,720,6
449,442.3,13.719916820526123,490,360,6
450,482.4,136.4615511894226,1920,1080,3
451,536.5666666666667,35.690240144729614,854,480,3
452,1332.0,24.95505666732788,470,360,3
453,691.8,78.08412170410156,1280,720,3
454,1211.8,121.08742141723633,1280,720,3
455,750.9666666666667,85.69407987594604,1280,720,3
456,812.4,82.0062928199768,1280,720,3
457,737.4,170.09118485450745,1920,1080,3
458,511.9,17.610727071762085,640,480,3
459,3170.1666666666665,321.5871968269348,1280,720,3
460,574.4666666666667,66.66136693954468,1280,720,3
461,614.2666666666667,63.645512342453,1280,720,3
462,377.8,21.1891348361969,854,480,3
463,1423.2333333333333,146.30811047554016,1280,720,3
464,949.8333333333334,102.16409254074097,1280,720,3
465,681.9,79.09982514381409,1280,720,3
466,1373.4,342.7138171195984,1920,1080,3
467,1261.9666666666667,276.92751598358154,1920,1080,3
468,743.0,89.58500504493713,1280,720,3
469,687.0333333333333,81.38124895095825,1280,720,3
470,779.2,83.99082565307617,1280,720,3
471,3292.9666666666667,91.2570128440857,640,360,3
472,711.8,69.23969030380249,1280,720,3
473,707.2,71.83364033699036,1280,720,3
474,3292.0666666666666,740.9162726402283,1920,1080,3
475,1599.0666666666666,405.249853849411,1920,1080,3
476,969.0,68.39587712287903,854,480,3
477,1111.5666666666666,124.11890435218811,1280,720,3
478,1277.6,37.70602083206177,640,360,3
479,2508.133333333333,64.81748151779175,640,360,3
480,767.4666666666667,178.29494166374207,1920,1080,3
481,536.9333333333333,144.35483193397522,1920,1080,3
482,573.3666666666667,62.958083152770996,1280,720,3
483,1829.3333333333333,418.06335258483887,1920,1080,3
484,1317.3,316.69619488716125,1920,1080,3
485,2539.0666666666666,126.7753586769104,386,720,3
486,1894.1333333333334,459.4626655578613,1920,1080,3
487,1620.6666666666667,78.55290293693542,640,480,3
488,560.9666666666667,59.06703543663025,1280,720,3
489,1483.9333333333334,324.29052805900574,1920,1080,3
490,2147.4666666666667,30.455478191375732,426,240,3
491,1561.1333333333334,328.8064956665039,1920,1080,3
492,3103.0666666666666,818.2815871238708,1920,1080,3
493,485.53333333333336,99.67952823638916,1920,1080,3
494,575.1333333333333,27.01769733428955,854,480,3
495,415.7,64.4112024307251,1920,810,3
496,3188.9666666666667,778.7629239559174,1920,1080,3
497,708.9333333333333,80.75620198249817,1280,720,3
498,519.0333333333333,50.628886461257935,1280,720,3
499,621.3,20.57970666885376,640,480,3
500,3165.233333333333,358.9494414329529,1280,720,3
501,1984.0,220.48568034172058,1280,720,3
502,332.56666666666666,69.03654456138611,1920,1080,3
503,487.76666666666665,59.160794258117676,1280,720,3
504,3504.7,413.8442814350128,1280,720,3
505,632.9,131.61948156356812,1920,1080,3
506,698.6,15.063652992248535,490,360,3
507,980.5666666666667,100.22644686698914,1280,720,3
508,1404.6,16.485641479492188,320,240,3
509,962.0333333333333,108.38332033157349,1280,720,3
510,919.6666666666666,25.58010482788086,640,352,3
511,480.4,52.035242795944214,1280,720,3
512,946.4333333333333,8.485047578811646,320,240,3
513,1390.1333333333334,30.58046245574951,640,360,3
514,804.9333333333333,185.06108212471008,1920,1080,3
515,615.0,16.063731908798218,640,360,3
516,2720.5,307.61737275123596,1280,720,3
517,469.56666666666666,13.126007080078125,640,480,3
518,795.2,23.439311027526855,640,480,3
519,1675.0,208.00034594535828,1280,720,3
520,365.8,41.64382290840149,1280,720,3
521,392.03333333333336,40.45623302459717,1280,720,3
522,492.46666666666664,13.391666650772095,640,360,3
523,781.2666666666667,69.4272072315216,1280,720,3
524,878.1,194.8743371963501,1920,1080,3
525,1983.3333333333333,219.11057591438293,1280,720,3
526,685.1,10.469550848007202,480,360,3
527,412.8666666666667,39.924938917160034,1280,720,3
528,2056.4333333333334,477.5522964000702,1920,1080,3
529,645.8333333333334,147.41757202148438,1920,1080,3
530,1502.9333333333334,345.3858985900879,1920,1080,3
531,1023.3666666666667,125.19711494445801,1280,720,3
532,2602.4666666666667,293.2101938724518,1280,720,3
533,708.9333333333333,16.001229286193848,640,360,3
534,1486.0666666666666,15.594947814941406,360,240,3
535,1011.5666666666667,251.5193133354187,1920,1080,3
536,736.0333333333333,44.456538677215576,854,480,3
537,1061.6,29.486636877059937,640,360,3
538,3343.4333333333334,741.8538403511047,1920,1080,3
539,1264.8333333333333,137.07302379608154,1280,720,3
540,1643.7333333333333,91.50702548027039,854,480,3
541,1707.2666666666667,437.6117293834686,1920,1080,3
542,1164.3666666666666,123.72825026512146,1280,720,3
543,3082.366666666667,404.26748991012573,1280,720,3
544,561.0,119.49355125427246,1920,1080,3
545,2516.9,151.76165533065796,854,480,3
546,859.1333333333333,189.38954305648804,1920,1080,3
547,1330.9333333333334,41.11252975463867,640,360,3
548,1859.8333333333333,19.251500129699707,480,360,3
549,1495.0333333333333,288.3502621650696,1920,1080,3
550,741.7666666666667,79.70924472808838,1280,720,3
551,1315.5666666666666,312.55524802207947,1920,1080,3
552,626.3333333333334,161.4811496734619,1920,1080,3
553,561.2666666666667,125.96279692649841,1920,1080,3
554,614.0,72.6149525642395,1280,720,3
555,633.8,62.06470990180969,1280,720,3
556,383.5,84.28772306442261,1920,1080,3
557,1304.1333333333334,309.8675434589386,1920,1080,3
558,1271.2,31.314903736114502,640,360,3
559,2634.0,302.8201253414154,1280,720,3
560,344.8666666666667,43.42520999908447,1280,720,3
561,701.4333333333333,75.52142357826233,1280,720,3
562,557.9333333333333,24.517504930496216,640,480,3
563,496.7,7.828727722167969,480,360,3
564,433.23333333333335,84.91276717185974,1920,1080,3
565,428.8333333333333,114.1025116443634,1920,1080,3
566,383.76666666666665,9.641363143920898,640,360,3
567,860.8666666666667,76.55258011817932,1280,720,3
568,1988.3666666666666,477.4429123401642,1920,1080,3
569,1362.5666666666666,338.68225860595703,1920,1080,3
570,2324.1,239.22149634361267,1280,720,3
571,575.2333333333333,129.79121327400208,1920,1080,3
572,702.0333333333333,23.251781225204468,640,480,3
573,911.5,211.54749274253845,1920,1080,3
574,507.56666666666666,57.551294565200806,1280,720,3
575,911.2666666666667,108.86773467063904,1280,720,3
576,2971.8333333333335,102.5547456741333,640,360,3
577,836.8333333333334,104.02361297607422,1280,720,3
578,1256.4666666666667,123.91577982902527,1280,720,3
579,2636.3,150.05839896202087,854,480,3
580,536.2666666666667,13.704176664352417,640,360,3
