,video_id,width,height,area,duration
1917,BqzIpG9O49Y,1920,1080,2073600,3364.479
1918,BqZqJV3rL7s,1920,1080,2073600,2189.015
1919,Br8Etb-XYcs,1280,720,921600,2189.062
1920,BR8J5MI_4kY,1280,720,921600,969.457
1921,BRAOzhGGIho,1280,720,921600,670.105
1922,brMkSZ3DHiI,480,360,172800,827.675
1923,BRPrsO1e3L8,1920,1080,2073600,1200.867
1924,brRveUrsRJc,1920,1080,2073600,480.979
1925,BruBAOxIVEE,320,240,76800,352.387
1926,BrYvqZs_gb0,1920,1080,2073600,2994.121
1927,BS9_ko9D9lk,470,360,169200,3164.996
1928,BSBXHzr7wGs,1280,720,921600,785.81
1929,BSeSDzmHXWo,480,360,172800,3231.707
1930,bSJQ78to8lU,1280,720,921600,667.992
1931,bSJTDsJ2PR0,1920,1080,2073600,1642.743
1932,bSNatZOrE28,1280,720,921600,1791.257
1933,BSP_7-VCieU,1920,1080,2073600,1462.509
1934,BsQk-EDzK8g,1920,1080,2073600,462.751
1935,BSUcvpskjo0,1280,720,921600,775.477
1936,BSWrr6wNy-c,640,360,230400,3444.983
1937,Bszlv-vgaOY,1920,1080,2073600,413.966
1938,bs_0Ki_HJAs,316,240,75840,446.033
1939,bT14N8AP5MY,480,360,172800,634.648
1940,BtbjMoL-bE0,1920,1080,2073600,2364.349
1941,BTdMLqHiD-w,1920,1080,2073600,1044.318
1942,bTIx1c4aFtA,1920,1080,2073600,533.27
1943,bTpZ_8jQsN8,640,480,307200,543.417
1944,BTuzw1jJWp4,1280,720,921600,3394.92
1945,bTxTYjI5GkI,1920,1080,2073600,802.993
1946,Bu-3DAUyeCI,654,480,313920,3348.782
1947,BU0R9Ga9JKo,1920,1080,2073600,570.399
1948,BUASuYjBq20,1280,720,921600,1348.639
1949,BUBM44eECiw,640,360,230400,585.794
1950,bUBy9-6H_EQ,1280,720,921600,2812.703
1951,BuCLTWU061E,1920,1080,2073600,878.435
1952,bUGdsKezyzs,1920,1080,2073600,795.029
1953,Bukp64tvg8w,1920,1080,2073600,2621.278
1954,buLDwVah8OY,1920,1080,2073600,2817.347
1955,buqZS5J-Pjs,1280,720,921600,769.858
1956,buX_wfDCaKk,1280,720,921600,1852.86
1957,buy3wYDs14E,640,480,307200,2019.045
1958,Bu_ae5d6GOI,1280,720,921600,371.868
1959,bv377iMfqqw,1920,1080,2073600,453.277
1960,bVFKPfsXVkA,1920,1080,2073600,561.714
1961,BVrJWbdkhiU,1280,720,921600,560.948
1962,BvtbvmFAwdQ,854,480,409920,1917.249
1963,bVzrW1mqYps,1280,720,921600,1026.508
1964,bw0hygiz6jI,490,360,176400,561.575
1965,bwBr9P7E-pY,1920,1080,2073600,2706.449
1966,BWcKYOMAZEw,1920,1080,2073600,2446.687
1967,bwDY0WsusyQ,1280,720,921600,1776.048
1968,bwIrVs1dxQw,1920,1080,2073600,591.273
1969,bwnANG7eUC4,720,480,345600,599.795
1970,bwu8AHBENTU,1920,1080,2073600,2828.075
1971,Bx-SGeyVDGM,1920,1080,2073600,635.949
1972,BXa4Ek9KwOs,1920,1080,2073600,927.498
1973,bxAceZDRsBE,640,360,230400,2534.157
1974,bXAVr8jGsl0,1280,720,921600,367.828
1975,BXD6SX5T9Qg,1920,1080,2073600,1581.117
1976,bxexvi0qdo4,1920,1080,2073600,475.476
1977,BxLzuu-9N4M,1280,720,921600,666.529
1978,bXqZ1PG9ZaY,1280,720,921600,2679.072
1979,BxsMas_tmEw,1920,1080,2073600,422.232
1980,BxuIJA2CpXg,1920,1080,2073600,2482.585
1981,bYa0KLRDCkk,640,480,307200,659.958
1982,byBVZVYH7u0,316,240,75840,1055.231
1983,BYDSuYYJrEs,1280,720,921600,700.593
1984,byf02cdOxCU,1280,720,921600,1431.093
1985,BYIjePGP3T4,1280,720,921600,599.656
1986,BYOSzUMzsXs,1280,720,921600,1170.17
1987,bYTzxiqW_64,1280,720,921600,487.085
1988,BYwYAr2sYes,640,480,307200,1234.861
1989,BYXg5gNmjqk,1280,720,921600,395.39
1990,Bz10t-BHS8g,1920,1080,2073600,438.533
1991,bZAzCJn2MpA,320,240,76800,476.219
1992,BzE0zTHIgdw,320,240,76800,672.474
1993,BZFoYKTkMoQ,1920,1080,2073600,2018.511
1994,bzgegTmBUl0,1280,720,921600,3272.064
1995,bZM49tnACpk,480,360,172800,573.882
1996,BzXmMWebsZo,1920,1080,2073600,423.765
1997,bZXRbWk9YP8,1280,720,921600,439.252
1998,bz_RHN3C3Eg,1280,720,921600,1915.368
1999,b_2az24loiA,1620,1080,1749600,3467.738
2000,b_2y2Lz7AhE,640,360,230400,486.691
2001,b_AYAEFsK9o,654,480,313920,2049.649
2002,b_dVmsRoKB0,1920,1080,2073600,442.898
2003,b_KUyZflbtw,1920,1080,2073600,1093.521
2004,B_oNSNOFj9E,1920,1080,2073600,2225.842
2005,C--TWbYr7tk,1280,720,921600,3342.095
2006,C-3T-Akq0pg,316,240,75840,414.407
2007,c-7GW_QOw4c,640,480,307200,632.698
2008,c-GRPY5oWdE,640,480,307200,893.644
2009,c-o0EpFGsbE,640,360,230400,2814.77
2010,c-TEuee39P0,1280,720,921600,1435.04
2011,C0AKmfIYkLE,1280,720,921600,572.93
2012,C1AdQLwDrJU,1920,1080,2073600,2956.017
2013,C28Rq4Sil8M,640,360,230400,581.335
2014,c2EwFoiALY0,1280,720,921600,1105.595
2015,c2FSozz0KB0,1920,1080,2073600,3444.007
2016,C2nXsSFDJV4,540,360,194400,603.557
2017,C2YI8zc3hTA,1280,720,921600,348.904
2018,c3GllCJ9eF8,320,240,76800,815.439
2019,c3iDI_I1d4M,1280,720,921600,399.918
2020,c3jk22vnEQg,480,360,172800,2634.49
2021,c3Myrct5QTY,1920,1080,2073600,447.495
2022,c3XdozTr00Q,1280,720,921600,507.496
2023,C3y988cJ-FA,1280,720,921600,3272.087
2024,C42CdJN7Xmo,1920,1080,2073600,472.341
2025,C4ecGLU1SeE,1280,720,921600,400.057
2026,c4igwdey3TQ,320,240,76800,390.026
2027,C4mR55ZJd1A,1280,720,921600,530.948
2028,C4ow92FG5MI,480,360,172800,957.173
2029,c567ZNK5gB0,1280,720,921600,1259.497
2030,c5cP72wV-Hs,1280,720,921600,524.911
2031,c5FluF9I6L8,1920,1080,2073600,823.589
2032,C5j6SolbIfs,640,480,307200,744.2
2033,C5Xz8uC3aFE,654,480,313920,2041.127
2034,C607trx-BZ8,654,480,313920,465.119
2035,c6jKeAQPBMk,1920,1080,2073600,1318.035
2036,c6oYDSkO7Is,1280,720,921600,651.715
2037,c6RTKw0fnNg,654,480,313920,1649.314
2038,C7ie8FqDsa4,1920,1080,2073600,1043.598
2039,c89E0gw2mnU,640,480,307200,1531.496
2040,C8KX0WuVFMc,1280,720,921600,2402.267
2041,C8oTnUg3eUI,1920,1080,2073600,338.106
2042,c8QBsiKJvBw,1280,720,921600,355.289
2043,C994vc0cK00,1280,720,921600,1631.783
2044,C9GNDIvELvQ,1920,1080,2073600,379.856
2045,c9N89k5X3yI,1280,720,921600,810.075
2046,c9SCTWRiQ9Y,320,240,76800,2862.928
2047,C9xe9bSW2uc,316,240,75840,644.656
2048,ca9Pp-xe4SY,1280,720,921600,765.028
2049,CAAHC7SqnKE,1280,720,921600,685.082
2050,cAe_gvvbKq8,608,1080,656640,621.738
2051,CafLcDAyHQI,1280,720,921600,3561.291
2052,CarqSn6dBjI,1920,1080,2073600,2044.239
2053,caTS_eRUXpY,1920,1080,2073600,451.42
2054,CAvPnUQLzhQ,1280,720,921600,532.48
2055,CB6mEx0N8YU,316,240,75840,541.165
2056,CBAVX08kEI0,1280,720,921600,3581.679
2057,CBBp-EHt1FE,720,480,345600,3554.047
2058,cbcSG_Hd76A,540,360,194400,984.573
2059,cBd8w9yGU9E,640,360,230400,1165.317
2060,CbFtOcIHr-0,852,480,408960,774.223
2061,CBLdE1MmnWM,1920,1080,2073600,666.947
2062,cBnkSBrAMCQ,1280,720,921600,868.961
2063,CbXizL7QIAA,1280,720,921600,621.784
2064,Cc4aUXuTMEw,540,360,194400,1115.232
2065,CCBtxr4OT30,640,360,230400,2744.181
2066,ccGb9IiIpZg,1920,1080,2073600,3171.753
2067,CckW0fOUDgc,640,480,307200,3500.966
2068,CCOp5T24J30,316,240,75840,670.337
2069,CcyjUzfPIAA,1920,1080,2073600,2525.356
2070,CCzvxhOLgV4,1920,1080,2073600,2281.315
2071,Cd4ZdW5OyHc,854,480,409920,3239.37
2072,cDA6TcSBlFo,640,480,307200,3317.714
2073,cDaot1jhdGQ,640,360,230400,883.566
2074,CDnMVyVaCto,426,236,100536,495.561
2075,cDNql1S-efE,1280,720,921600,2969.717
2076,cdRfcz1AuLA,1280,720,921600,466.629
2077,CdRUK717wVY,316,240,75840,612.427
2078,ce4DOXUYR3U,1920,1080,2073600,2653.554
2079,ce5A3yUOgwA,1280,720,921600,416.543
2080,CecD95dXZ9g,1280,720,921600,770.322
2081,CeP456O2Rrs,1280,720,921600,608.619
2082,CEtCtJhv9wE,720,480,345600,879.503
2083,cfPE8Jb-Fzk,640,360,230400,646.444
2084,cFqLkDtRxNY,640,480,307200,450.886
2085,Cg2idvx39cE,1280,720,921600,2897.503
2086,cG3cU2u6Jxw,720,480,345600,1040.069
2087,CG4v-SmLYzI,640,360,230400,1552.974
2088,cG6SI1EhcsE,640,360,230400,1562.216
2089,Cg9zq_3FpP8,1280,720,921600,740.972
2090,CGa1RUsFPSE,1280,720,921600,349.763
2091,CGg6n2PjV-I,1280,720,921600,903.094
2092,cGHuEJh7teM,1280,720,921600,520.963
2093,cGhx0uJ8dt0,1280,720,921600,714.061
2094,cGJaM7uB0iA,316,240,75840,1421.062
2095,cGT69exCpQQ,854,480,409920,764.332
2096,CGU708KIFIY,1280,720,921600,775.872
2097,cGyrxDmOauA,1920,1080,2073600,2428.065
2098,CH0_mu-EvLo,654,480,313920,1443.399
2099,ch1iIZTtWqY,640,360,230400,3467.529
2100,CHAKB9FcHBQ,1920,1080,2073600,900.238
2101,cHOQu2exM3Q,1280,720,921600,2665.535
2102,CHqM4p4K3ww,1280,720,921600,1406.526
2103,CHsU4elDxHE,640,360,230400,1357.625
2104,CHXPIM6XE_c,854,480,409920,406.489
2105,CI-eroio1Ag,640,480,307200,523.216
2106,ci335isS1SE,480,360,172800,2006.878
2107,CIbRUf20kh4,854,480,409920,499.856
2108,cibvJxxJ3Ws,1920,1080,2073600,454.833
2109,ciBXQWe_TBc,378,720,272160,776.987
2110,CiDMV22EerM,1280,720,921600,1795.948
2111,cIEVk1VIzVw,1280,720,921600,2694.723
2112,ciImaLRCZPk,1280,720,921600,2925.065
2113,CIjV9gL8QZg,1280,720,921600,3247.683
2114,CIJYoc8KoUw,1280,720,921600,1190.975
2115,cIoQr4GTSPc,1280,720,921600,1576.844
2116,cIR-EkTKUg0,1280,720,921600,3117.674
2117,CiTXP8CQZNY,1280,720,921600,488.99
2118,CIuhc3-AcF4,1920,1080,2073600,384.43
2119,CIuZv8LzxkE,1280,720,921600,342.193
2120,CIySckCgkck,1280,720,921600,1958.279
2121,cIZ-xYlWEnc,640,480,307200,539.702
2122,Ci_C0bGPijo,1280,720,921600,344.631
2123,Cj5XJGYTcWc,720,480,345600,1036.47
2124,Cj6NokYYVO4,1920,1080,2073600,533.154
2125,cJdMWpgw95s,640,480,307200,582.543
2126,cJfUUKt1TUE,1920,1080,2073600,3492.142
2127,CJHJEwvXo4w,1280,720,921600,671.475
2128,CjilZ1kmLQo,320,240,76800,752.141
2129,CJlS_QnIJlc,1920,1080,2073600,3063.711
2130,CjmUM1B07C8,640,360,230400,880.571
2131,cjPt599MB-M,854,480,409920,1624.422
2132,ckajnAPr6vc,640,480,307200,1026.09
2133,cKAOTA-m7qw,1920,1080,2073600,854.657
2134,CkbRCf7XLGg,1280,720,921600,3579.008
2135,CkFOrI5lWWk,1280,720,921600,827.095
2136,CKHhOI3J5Rs,1920,1080,2073600,840.609
2137,CKk7WOT8n8s,1920,1080,2073600,387.053
2138,ckKRkXETlKs,1920,1080,2073600,323.454
2139,Cl3c5yoH3rM,1920,1080,2073600,473.85
2140,CL8-dNMflrM,1920,1080,2073600,1446.488
2141,CL9zJgJmf5Q,1280,720,921600,2981.327
2142,cLay_mfpEkI,1920,1080,2073600,1260.96
2143,ClFXohFeojU,1920,1080,2073600,1926.49
2144,ClOMZwOk8UI,1280,720,921600,397.526
2145,ClRGxek66Qw,640,480,307200,1431.279
2146,clTJWok-LXI,854,480,409920,1124.636
2147,clV-1gIGW2E,640,480,307200,907.134
2148,CLw-EJO6zu0,1280,720,921600,619.88
2149,cM1EyLf5TyM,854,480,409920,335.413
2150,Cm3baiBMIRw,1920,1080,2073600,1727.658
2151,cMLuTdnt3BA,1280,720,921600,1508.09
2152,cMmu9-9XiyI,406,720,292320,3558.923
2153,cMSprgmr-u8,1920,1080,2073600,818.783
2154,cn1Jd_MvZMs,1280,720,921600,1098.095
2155,CN4AjpHr2z4,640,480,307200,456.714
2156,cN5ln34aLec,1920,1080,2073600,1484.684
2157,CnCjMv128RM,320,240,76800,1228.057
2158,CnCZ7uySOss,640,360,230400,488.85
2159,cnggu5iR4fo,1280,720,921600,2859.817
2160,cNJwzUsK5mI,1280,720,921600,737.141
2161,CnPsONln_9E,490,360,176400,805.594
2162,CnQ5knv_qUM,1920,1080,2073600,671.104
2163,CnqvmSich_U,1280,720,921600,1218.862
2164,CNvcwqGi4uI,1920,1080,2073600,2811.333
2165,cO3iWw3D5Do,1280,720,921600,1129.048
2166,cO3PwM-nzZ8,1920,1080,2073600,2390.982
2167,co40uJsPLcs,640,360,230400,415.336
2168,cog-4-oZ6Es,316,240,75840,700.918
2169,CohpHS1mAdY,1280,720,921600,1016.826
2170,cov4r4cLJ30,1280,720,921600,3264.122
2171,CoX1I8LYb8Q,640,360,230400,783.674
2172,cOzYW3pmzJc,640,360,230400,639.223
2173,CP5x-sogjFY,640,360,230400,753.674
2174,cP8GaPdaYIM,640,360,230400,1175.604
2175,CP8lDI2O8XU,640,360,230400,1095.889
2176,cPd0fyaWtAY,1920,1080,2073600,925.316
2177,CpFka6IkSBs,1920,1080,2073600,1596.488
2178,cpW7VgqdmDE,1280,720,921600,490.313
2179,cPwNAN-fNj0,1280,720,921600,1131.161
2180,cPygbROi_UU,1280,720,921600,980.068
2181,cQ0GhBfzWGk,1920,1080,2073600,1658.927
2182,cQ30bPAdbmQ,854,480,409920,428.502
2183,cq866h1NbHg,1280,720,921600,984.062
2184,CQiAs7Za5lo,1920,1080,2073600,1496.41
2185,cQmsiOTSJ6c,1920,1080,2073600,1130.487
2186,cQqIls_oH-s,1280,720,921600,587.907
2187,cQrd5ShVwZ0,1920,1080,2073600,3279.866
2188,CqrIxpOvBJ8,1280,720,921600,3354.146
2189,CQtEsTCDpjw,1280,720,921600,1393.082
2190,cQvR8Ve0rTw,492,360,177120,1415.674
2191,Cr08Ho_0HzY,1280,720,921600,864.99
2192,CR1R9mlJ7qo,854,480,409920,696.181
2193,CR2EwWnzoG0,1920,1080,2073600,3133.533
2194,CR4cUMoSXys,1920,1080,2073600,992.027
2195,Cr9cyiGmhcI,1920,1080,2073600,3427.15
2196,CRiDh2zUf98,1920,1080,2073600,940.618
2197,CRIxJE4TMkI,480,360,172800,868.589
2198,crlMUv7SyNE,640,360,230400,3122.943333
2199,CrlyQMT0yBw,854,480,409920,2962.936
2200,crYx54VtSeg,640,360,230400,2996.791
2201,cs8nuwrI5BY,320,240,76800,900.099
2202,CSFsFNHZaYc,1920,1080,2073600,1050.378
2203,cShw_9BCfsM,1280,720,921600,800.067
2204,csm1-ie7ST8,1920,1080,2073600,2725.21
2205,cSVHvaWBU_o,640,480,307200,1574.894
2206,Cswe36kzSWk,1920,1080,2073600,1435.296
2207,Ct0jygarn-0,640,360,230400,328.887
2208,ct1pSHLA_Bw,1280,720,921600,3205.051
2209,CT5NXumaUgg,320,240,76800,564.5
2210,cTCSoJ1QfUY,640,360,230400,646.978
2211,Ctdlk5ZMb8s,1920,1080,2073600,631.374
2212,CTLUIDsdNDM,380,218,82840,488.386
2213,CTtbzhB84U8,640,480,307200,394.833
2214,cu4Ua-ewRFA,1280,720,921600,1867.117
2215,Cu63PCQDf40,640,480,307200,2928.13
2216,cU66DOz89dE,854,480,409920,898.381
2217,cug2eEvTWGQ,316,240,75840,792.521
2218,CujWs9Zu_0E,420,320,134400,601.28
2219,CULoVHwZjyg,854,480,409920,3287.249
2220,CUrAgke8lmM,694,480,333120,1008.072
2221,CUSMsh4lfNk,1280,720,921600,526.025
2222,cvCi4pfCnJU,1280,720,921600,624.966
2223,CvCrb2cqYXM,1280,720,921600,1354.374
2224,cvRVpnJMr74,1280,720,921600,367.967
2225,cVvianpKF9I,480,360,172800,1020.68
2226,CVw3VsnuSdA,1280,720,921600,820.594
2227,cVyOj-ZcrI4,1920,1080,2073600,603.441
2228,cvzAyOPABVM,320,240,76800,370.939
2229,cW3Eh2sUcqQ,1280,720,921600,2332.793
2230,CWaTccxSXiw,1280,720,921600,447.821
2231,CwD84g2OXxI,540,360,194400,983.76
2232,CwEWjOr7xjw,1920,1080,2073600,3203.797
2233,Cwh8IGSzr08,1280,720,921600,552.101
2234,cwl66QMBzN4,1280,720,921600,348.439
2235,CwpbPcvIrvA,1920,1080,2073600,1704.926
2236,cwsNrWMRceM,1920,1080,2073600,2803.624
2237,cWuf4FXkSBo,1920,1080,2073600,380.204
2238,cWwyOp_dv_U,1280,720,921600,327.007
2239,cWyg0_Xk-8k,854,480,409920,457.085
2240,CWZ5aXOm8mI,1280,720,921600,373.772
2241,cx2a47dAUzM,1280,720,921600,468.486
2242,CxakNFnAIl8,1920,1080,2073600,364.856
2243,cXGFyiWLo0o,480,360,172800,433.355
2244,cxiIYjsvi88,1920,1080,2073600,612.613
2245,CXj-tcYoRB8,1920,1080,2073600,1009.465
2246,CxkYizd11AE,400,226,90400,388.168
2247,CxoBH0m0ubA,1280,720,921600,1129.953
2248,CXqhafPF7t0,1280,720,921600,598.1
2249,cxS5AiRY4uY,1280,720,921600,592.365
2250,cxtWAlX5uTw,1280,720,921600,2252.313
2251,cXvzWj9N1pA,640,360,230400,439.067
2252,CYa1hEaw_C4,640,480,307200,706.235
2253,CYg0a0C3A4Y,640,480,307200,563.735
2254,cYhmVS5PGc0,1280,720,921600,1074.597
2255,cyp7xyMMvnY,1280,720,921600,1584.275
2256,CYqixNj0iEI,1280,720,921600,1895.445
2257,Cywot2Yo794,1280,720,921600,588.603
2258,CZ0kMDrySaU,640,480,307200,698.225
2259,CZahj7OfuEw,1280,720,921600,2855.498
2260,CzCR_w9f2Q0,1280,720,921600,1211.386
2261,czfzcHNuzAM,720,480,345600,1866.792
2262,cZLduFS0mFg,320,240,76800,651.46
2263,czLqR6uYYGQ,1280,720,921600,3546.849
2264,CzpQcj9-Lc8,854,480,409920,640.941
2265,Czq0l1d7mGE,1920,1080,2073600,1491.418
2266,CZWAGaRdzro,1280,720,921600,803.782
2267,CzyLXP5p2Ok,640,480,307200,1193.785
2268,CzzT5EfsbPs,1280,720,921600,1475.675
2269,d-9SxFy83cA,420,320,134400,1022.443333
2270,D-AQzjK9Qos,1280,720,921600,1300.434
2271,D-dC7QkV93Q,1280,720,921600,625.175
2272,D-MK82lGORA,316,240,75840,611.196
2273,d-NClrmy304,1280,720,921600,1122.174
2274,D-pgUHtpH0Y,1280,720,921600,1098.049
2275,D-vBLxtuXUU,854,428,365512,1099.396
2276,D04RxQS1mRY,1280,720,921600,811.538
2277,d0NyxQtVrj8,640,480,307200,744.525
2278,d0pW6ys6e88,1280,720,921600,902.537
2279,D1GLZo_Tjko,1920,1080,2073600,2419.984
2280,d1V9BBZeT7E,640,360,230400,761.545
2281,D1XtQaVgcbw,1920,1080,2073600,719.912
2282,d1Y0d2p_D0c,1920,1080,2073600,2257.839
2283,d1zq17y9Jew,320,240,76800,1091.454
2284,D20fijy9LwU,1280,720,921600,507.101
2285,D2by-yXrVvo,1280,720,921600,3343.163
2286,d2gRc7QP2eg,1280,720,921600,1635.73
2287,D2kMOqjLZsg,640,360,230400,1580.56
2288,d3GomMspq_w,1920,1080,2073600,830.323
2289,D3LaVTITTec,1280,720,921600,520.824
2290,d3lW7CJFddg,1280,720,921600,856.051
2291,d3M266zrC18,640,358,229120,552.403
2292,d3pr4PFseUI,1280,720,921600,2048.117
2293,d4GOrzjnpSE,1280,720,921600,1180.062
2294,d4hPX9vreIs,1280,720,921600,3541.276
2295,D4Jqrrln8fE,1280,720,921600,725.183
2296,d4k_EOpsemI,720,480,345600,385.591
2297,D4PBGREoqDA,1280,720,921600,838.264
2298,d56SB-9pyWM,1920,1080,2073600,3550.541
2299,d5b5_njQS6U,1280,720,921600,3142.543
2300,d5N-doeceNI,1280,720,921600,1210.759
2301,d5zUlTkG8FM,1920,1080,2073600,783.604
2302,D5zZu0ZiMd4,1280,720,921600,406.443
2303,D6DNCOSIxVQ,420,320,134400,1405.038333
2304,d6dQ9rATfWM,1280,720,921600,568.773
2305,D7bY8Lg7V4g,1920,1080,2073600,1041.206
2306,d7e_W-yNuF0,470,360,169200,2811.658
2307,d87bfYXyhJ4,1280,720,921600,2782.123
2308,d87Vct4c1cw,1920,1080,2073600,2787.811
2309,d8BuAoJx7hU,1280,720,921600,649.463
2310,d8C-Vax9SUc,1280,720,921600,610.964
2311,d8c6a9ijDu4,1920,1080,2073600,3142.868
2312,D8FETAPOq4w,480,360,172800,1088.18
2313,d90JLwCecDo,1280,720,921600,356.055
2314,D9iqsuwcfJE,694,480,333120,397.085
2315,D9SiSekFKFI,492,360,177120,888.001
2316,da7Mm4vrhik,1280,720,921600,824.448
2317,DAJQqWI9uHI,854,480,409920,551.776
2318,dalwvbdavgI,1280,720,921600,864.758
2319,DaTTBhiG3Xg,1280,720,921600,396.063
2320,DaueqjHx2-Q,1920,1080,2073600,604.207
2321,dawA-A-2Ge8,1280,720,921600,2191.221
2322,daWqCinrqKE,1920,1080,2073600,1226.362
2323,dB12M8mGRxg,1280,720,921600,745.129
2324,dBGZ1nv3QGY,1280,720,921600,438.533
2325,dBiFSVrI9kk,1920,1080,2073600,1621.102
2326,dBkEoFnTZbo,1280,720,921600,1634.035
2327,DbKzp3Ry3qU,1920,1080,2073600,608.596
2328,dbOF5XXdPko,1280,720,921600,3432.63
2329,dBOIKyGizGI,1280,720,921600,1588.222
2330,DBOtxe1Tp3E,854,480,409920,1665.103
2331,dbvogzOyYhQ,640,360,230400,988.219
2332,dC2TWat6e7k,1920,1080,2073600,1501.589
2333,dC94Ae2CFdg,316,240,75840,1242.291
2334,dcaelRrC-6g,1280,720,921600,614.261
2335,dcAyT5N6KsA,640,360,230400,1998.31
2336,DCJPFaTV12Y,1920,1080,2073600,2657.13
2337,dcMcpPpoJM0,1280,720,921600,615.933
2338,dcsnQMT9E6k,1920,1080,2073600,2108.93
2339,DCU4Q47dPRQ,1280,720,921600,3331.925
2340,DCUvwDoH5q4,1280,720,921600,2430.224
2341,DD-ujAf4bcU,1280,720,921600,426.574
2342,DdDLNzEmdMc,406,720,292320,3496.856
2343,ddeicbPVWkQ,1280,720,921600,1591.078
2344,dDkadvaO_iU,480,360,172800,746.243
2345,DDRAi8x1L7g,1280,720,921600,1266.231
2346,dDWkqUu-TRo,1920,1080,2073600,3364.758
2347,dDXvySJpOyk,1920,1080,2073600,2959.918
2348,DDZb2a_3Tx4,1280,720,921600,3499.573
2349,DEcnLDQylNc,1920,1080,2073600,647.907
2350,DEcysPtc5BA,1920,1080,2073600,719.053
2351,DEedgQoHSJw,1280,720,921600,750.562
2352,DEfMFN5hN1o,1280,720,921600,1652.1
2353,dEGCOxd_T8M,1280,720,921600,1334.266
2354,dEhC2LKfQjw,1280,720,921600,2635.535
2355,DEHk5E-SzL0,1920,1080,2073600,2398.668
2356,deh_uGp2HGU,1280,720,921600,1939.215
2357,DEjwKWmP-K8,1280,720,921600,1403.391
2358,DEm3NwWlvSs,1280,720,921600,2325.224
2359,deQyDXbVj7c,1280,720,921600,2784.7
2360,dEv0pToTS_c,1920,1080,2073600,541.977
2361,deWBrRUK2ig,854,480,409920,510.305
2362,df2i73efXSk,1280,720,921600,781.073
2363,df53LKZXsB8,1920,1080,2073600,565.058
2364,df6FUJl1Dk8,640,360,230400,704.331
2365,dF6j9vQNuYk,1920,1080,2073600,546.9
2366,DF79HDRy_OU,1920,1080,2073600,438.997
2367,dfCdhIcdDjU,1920,1080,2073600,697.528
2368,dFFXrBDvHG0,1280,720,921600,479.353
2369,dfOm0zxWJtQ,1920,1080,2073600,667.574
2370,dFOouyF8ASc,1280,720,921600,410.413
2371,dfQuU4gJxJA,1280,720,921600,1299.389
2372,dFUuCCAok1Q,490,360,176400,723.325
2373,DfZ_UK74Hd8,320,240,76800,3380.013
2374,DG0P1ORdEsU,1920,1080,2073600,2640.806
2375,dgAVqzI1OkM,1920,1080,2073600,2880.157
2376,dgdCch11k0c,1280,720,921600,822.057
2377,Dge40sTdihE,1920,1080,2073600,1177.043
2378,dGF0isUOD3Q,480,360,172800,541.792
2379,dgmEbZM9eNw,1280,720,921600,682.365
2380,DGP9xKljJ3Q,1280,720,921600,541.443
2381,DGX5cDsNg4I,406,720,292320,2632.191
2382,dgyf3TtCPsQ,470,360,169200,2951.768
2383,dgz7-pIk55M,1920,1030,1977600,544.787
2384,dHh6rhEP2U0,1280,720,921600,1924.703
2385,dhM18Z4xduM,1920,1080,2073600,447.913
2386,DhQnh-CLww4,640,480,307200,3263.867
2387,dHrh8shiEkE,1920,1080,2073600,1273.383
2388,DHRiLtCXWfI,854,480,409920,2844.422
2389,dhrnomnZSJ8,1280,720,921600,915.076
2390,dhStlb0UN5k,1920,1080,2073600,2151.399
2391,dHYEULvYrWw,1280,720,921600,1053.072
2392,di3Cm-AJjGI,480,360,172800,407.557
2393,Dif74lxEd6E,1280,720,921600,678.07
2394,Diixk_W68xI,640,360,230400,1363.941
2395,dImKNzTxdpI,316,240,75840,1041.485
2396,dJ0iQwJKlWo,480,360,172800,673.24
2397,DJ7yFYGJm-I,640,480,307200,3162.21
2398,DJ8nyVycLXw,1280,720,921600,2101.43
2399,DJDfsd2sfwE,694,480,333120,693.093
2400,DJHvjQwnJSM,1280,720,921600,426.458
2401,DJjsT4QOReg,1280,720,921600,1701.466
2402,djlKQI2xc6w,640,360,230400,2080.416
2403,dJQOEyknjww,1920,1080,2073600,1216.471
2404,djvXUD2kiKM,1280,720,921600,591.343
2405,dJwoBG_Ga_c,1280,720,921600,784.138
2406,DJXpkx_6Nhc,1280,720,921600,617.442
2407,DkaGhBGfXAM,490,360,176400,1676.063
2408,Dkc_DOmhbnU,540,360,194400,746.243
2409,dKFrEqdi0ls,1280,720,921600,1716.071
2410,dKg5xNzvsEA,1920,1080,2073600,1342.067
2411,DKHgeOTXhvI,1280,720,921600,3252.164
2412,dKoqrzmXK5E,694,480,333120,669.083
2413,DKPgEuISVxg,640,360,230400,1266.858
2414,dkRf6fTrQnA,1280,720,921600,2636.092
2415,dkUDrIvCgGQ,1280,720,921600,1272.106
2416,dKUfI5dDsdc,316,240,75840,503.804
2417,dkYbXmjFBn0,1920,1080,2073600,422.859
2418,DL-Bwz_ZVho,1920,1080,2073600,708.79
2419,DL0msunVD-Y,1280,720,921600,2191.314
2420,dl32ppF7qyI,640,360,230400,1630.552
2421,dlDplM-EMxQ,640,480,307200,3042.349
2422,DlhBkXUz2IM,640,360,230400,350.506
2423,DlIa6lF5-1U,1280,720,921600,2656.247
2424,dlxyaLRt2Sg,640,480,307200,814.789
2425,dl_nEsXm3Ec,1280,720,921600,959.078
2426,DM0t5PSsPKY,1280,720,921600,651.831
2427,DmDES0UNn7w,1920,1080,2073600,2632.656
